"LookupID","UserID","CampaignID","TimeOpened","TimeClickedLink","TimeSubmitted","TimeOpenedAttachement","TimeReportedSpam","Browser","OnMobile"
55,1001055,100001,2018-03-02 13:30:39,,,2018-03-02 13:31:35,,"Chrome",0
56,1001444,100001,2018-03-02 15:20:25,,,,2018-03-02 18:22:24,,1
57,1001953,100001,2018-03-02 11:54:15,,,,,,0
58,1000856,100001,2018-03-02 13:17:26,,,,2018-03-02 16:33:31,,1
59,1000935,100001,2018-03-02 11:14:34,,,,,,1
60,1001649,100001,2018-03-02 12:32:27,,,,,,0
61,1001972,100001,2018-03-02 13:05:39,,,,2018-03-02 15:20:37,,1
62,1001950,100001,2018-03-02 11:07:30,,,,,,0
63,1001347,100001,2018-03-02 12:00:51,,,,,,1
64,1001278,100001,2018-03-02 10:45:09,,,,,,1
65,1000511,100001,2018-03-02 11:46:05,,,,2018-03-02 12:24:31,,1
66,1001543,100001,2018-03-02 12:49:42,,,,,,1
67,1000082,100001,2018-03-02 12:34:47,,,,,,1
68,1001785,100001,2018-03-02 11:09:24,,,,,,0
69,1000958,100001,2018-03-02 14:16:41,,,2018-03-02 14:18:15,,"Other",1
70,1000476,100001,2018-03-02 14:06:14,,,,,,0
71,1000615,100001,2018-03-02 12:23:07,,,,,,0
72,1001230,100001,2018-03-02 10:43:56,,,,2018-03-02 15:00:44,,0
73,1001078,100001,,,,,,,1
74,1000368,100001,2018-03-02 15:22:17,,,,,,1
75,1001324,100001,2018-03-02 14:21:59,,,,2018-03-02 15:21:33,,0
76,1001613,100001,2018-03-02 10:01:40,,,,,,1
77,1001107,100001,2018-03-02 12:59:21,,,2018-03-02 13:01:17,,"IE",0
78,1000244,100001,,,,,,"Firefox",1
79,1000396,100001,2018-03-02 12:49:38,,,,,,1
80,1000730,100001,2018-03-02 12:49:36,,,,,,1
81,1001651,100001,2018-03-02 15:01:39,,,,,,1
82,1001747,100001,2018-03-02 11:57:03,,,,,,0
83,1001830,100001,2018-03-02 11:52:56,,,,,,0
84,1000047,100001,2018-03-02 11:51:23,,,,,,1
85,1000647,100001,2018-03-02 12:22:33,,,,,,1
86,1001811,100001,2018-03-02 12:47:39,,,,,,1
87,1000854,100001,2018-03-02 10:01:40,,,2018-03-02 10:03:58,,"IE",0
88,1001947,100001,2018-03-02 12:23:46,,,,2018-03-02 15:05:24,,0
89,1001547,100001,2018-03-02 13:43:11,,,,,,1
90,1000780,100001,2018-03-02 11:16:44,,,,,,1
91,1001977,100001,2018-03-02 12:34:29,,,,2018-03-02 16:16:53,,0
92,1000011,100001,2018-03-02 13:35:59,,,,,,1
93,1001852,100001,2018-03-02 12:44:35,,,,,,0
94,1000243,100001,2018-03-02 13:42:06,,,,,,0
95,1000886,100001,2018-03-02 14:47:24,,,,,,1
96,1000527,100001,2018-03-02 13:03:59,,,,,,1
97,1000378,100001,2018-03-02 13:50:59,,,,,,1
98,1000632,100001,2018-03-02 12:01:37,,,,,,1
99,1000572,100001,,,,,,,0
100,1001338,100001,2018-03-02 10:40:30,,,2018-03-02 10:41:04,,"IE",1
101,1000485,100001,2018-03-02 15:44:59,,,,,,0
102,1001297,100001,2018-03-02 12:24:29,,,,,,0
103,1000765,100001,2018-03-02 10:34:23,,,,2018-03-02 13:02:02,,1
104,1001060,100001,2018-03-02 13:27:52,,,,,,0
105,1000577,100001,2018-03-02 13:23:43,,,,2018-03-02 15:23:46,,1
106,1001235,100001,2018-03-02 12:47:58,,,,,,1
107,1001602,100001,2018-03-02 11:50:05,,,,,,1
108,1000480,100001,2018-03-02 14:40:07,,,,,,1
109,1001968,100001,,,,,,,1
110,1000516,100001,2018-03-02 13:03:25,,,,2018-03-02 14:36:00,,0
111,1000178,100001,2018-03-02 12:02:17,,,,2018-03-02 15:04:56,,0
112,1001431,100001,2018-03-02 10:33:11,,,,,,1
113,1000372,100001,2018-03-02 12:27:22,,,,,,0
114,1000015,100001,2018-03-02 14:46:19,,,,,,1
115,1000766,100001,2018-03-02 10:42:41,,,,,,1
116,1000240,100001,2018-03-02 13:33:05,,,,2018-03-02 15:22:41,,1
117,1000388,100001,2018-03-02 11:34:34,,,,2018-03-02 16:06:33,,0
118,1000611,100001,2018-03-02 11:58:04,,,,2018-03-02 16:10:31,,0
119,1000913,100001,2018-03-02 14:39:18,,,,,,1
120,1000963,100001,2018-03-02 10:47:49,,,,,,1
121,1001698,100001,2018-03-02 12:19:40,,,2018-03-02 12:22:15,,"Other",0
122,1001114,100001,2018-03-02 12:11:18,,,,,,1
123,1000105,100001,2018-03-02 11:42:07,,,,,,1
124,1000357,100001,2018-03-02 12:43:13,,,,,,0
125,1001629,100001,2018-03-02 13:32:25,,,,2018-03-02 15:41:04,,0
126,1000902,100001,2018-03-02 10:50:08,,,,2018-03-02 10:51:48,,1
127,1001035,100001,2018-03-02 11:09:54,,,,,,1
128,1000574,100001,2018-03-02 14:34:41,,,,2018-03-02 17:26:47,,1
129,1000927,100001,2018-03-02 11:34:52,,,,,,0
130,1001806,100001,2018-03-02 13:32:24,,,,,,0
131,1001232,100001,2018-03-02 11:16:21,,,,,,0
132,1000755,100001,2018-03-02 11:39:43,,,,,,1
133,1000743,100001,2018-03-02 14:14:07,,,,,,1
134,1000534,100001,2018-03-02 12:25:46,,,,,,0
135,1001371,100001,2018-03-02 12:15:27,,,,,,0
136,1001004,100001,2018-03-02 12:16:18,,,,2018-03-02 16:19:11,,1
137,1001019,100001,2018-03-02 12:41:20,,,,,,1
138,1000236,100001,2018-03-02 13:39:06,,,,2018-03-02 17:13:47,,1
139,1000991,100001,2018-03-02 13:15:01,,,,,,0
140,1001594,100001,2018-03-02 13:32:41,,,,2018-03-02 18:10:15,,1
141,1001990,100001,2018-03-02 11:46:08,,,,2018-03-02 15:47:35,,1
142,1001805,100001,2018-03-02 12:48:32,,,,,,0
143,1000354,100001,2018-03-02 13:52:14,,,,,,1
144,1001955,100001,2018-03-02 12:42:37,,,2018-03-02 12:44:12,,"IE",1
145,1001193,100001,2018-03-02 12:33:40,,,,2018-03-02 13:53:20,,1
146,1000815,100001,2018-03-02 10:01:40,,,,2018-03-02 12:38:20,,0
147,1000235,100001,2018-03-02 15:18:27,,,,,,1
148,1001257,100001,2018-03-02 10:01:40,,,,2018-03-02 12:33:29,,1
149,1000598,100001,2018-03-02 14:12:46,,,,,,1
150,1000773,100001,2018-03-02 11:27:00,,,,,,1
151,1001857,100001,2018-03-02 13:40:36,,,,,,1
152,1000899,100001,2018-03-02 14:22:02,,,,2018-03-02 18:15:11,,0
153,1001254,100001,2018-03-02 10:53:07,,,,,,0
154,1000384,100001,2018-03-02 13:08:11,,,,,,0
155,1001132,100001,2018-03-02 12:45:18,,,2018-03-02 12:46:21,,"Firefox",1
156,1001392,100001,2018-03-02 11:57:51,,,,,,1
157,1001332,100001,2018-03-02 13:57:04,,,2018-03-02 13:59:33,,"Other",0
158,1000254,100001,2018-03-02 11:59:55,,,,,,1
159,1000210,100001,2018-03-02 10:01:40,,,,,,1
160,1001645,100001,2018-03-02 12:59:38,,,,,,0
161,1000967,100001,2018-03-02 10:58:12,,,,,,1
162,1001502,100001,2018-03-02 12:43:45,,,,,,1
163,1000741,100001,2018-03-02 12:44:13,,,,,,1
164,1000896,100001,2018-03-02 13:12:39,,,2018-03-02 13:14:58,,"Other",1
165,1001330,100001,2018-03-02 11:09:25,,,,,,1
166,1000732,100001,2018-03-02 13:50:27,,,,,,0
167,1000484,100001,2018-03-02 13:31:30,,,,,,0
168,1000543,100001,2018-03-02 11:05:11,,,2018-03-02 11:06:31,,"Firefox",0
169,1000668,100001,2018-03-02 14:10:41,,,,2018-03-02 14:12:21,,1
170,1000491,100001,2018-03-02 12:43:39,,,,,,0
171,1000648,100001,2018-03-02 12:44:16,,,,,,0
172,1000622,100001,2018-03-02 12:10:37,,,,2018-03-02 17:04:30,,0
173,1001877,100001,2018-03-02 13:42:06,,,2018-03-02 13:45:01,,"Chrome",0
174,1001969,100001,,,,,,,0
175,1001241,100001,2018-03-02 11:41:43,,,,,,0
176,1001880,100001,2018-03-02 10:01:40,,,,,,0
177,1000328,100001,2018-03-02 10:35:36,,,,,,1
178,1001380,100001,2018-03-02 13:45:02,,,,,,0
179,1000690,100001,2018-03-02 13:39:52,,,,2018-03-02 18:41:47,,0
180,1001032,100001,2018-03-02 10:02:50,,,,,,0
181,1000310,100001,2018-03-02 12:28:04,,,,,,1
182,1001359,100001,2018-03-02 10:01:40,,,2018-03-02 10:03:37,,"IE",0
183,1000220,100001,2018-03-02 11:31:31,,,,,,1
184,1001998,100001,2018-03-02 13:17:31,,,,,,1
185,1000897,100001,2018-03-02 13:17:00,,,,,,1
186,1000839,100001,2018-03-02 13:43:19,,,,,,1
187,1001009,100001,2018-03-02 10:53:24,,,,,,1
188,1000216,100001,,,,,,,1
189,1000898,100001,2018-03-02 12:11:56,,,,2018-03-02 15:56:17,,1
190,1000617,100001,2018-03-02 14:51:48,,,,,,1
191,1000595,100001,2018-03-02 13:56:56,,,,,,1
192,1001448,100001,2018-03-02 10:41:41,,,,2018-03-02 15:35:18,,0
193,1001522,100001,2018-03-02 13:52:16,,,,2018-03-02 17:54:19,,1
194,1000823,100001,2018-03-02 12:52:00,,,,2018-03-02 17:11:35,,1
195,1000033,100001,2018-03-02 10:55:00,,,,,,0
196,1001430,100001,2018-03-02 13:29:10,,,,,,1
197,1001405,100001,2018-03-02 13:28:31,,,2018-03-02 13:30:23,,"Firefox",1
198,1001322,100001,2018-03-02 14:11:17,,,,,,0
199,1000979,100001,2018-03-02 12:04:14,,,,,,1
200,1000844,100001,2018-03-02 14:42:11,,,,,,0
201,1001656,100001,2018-03-02 13:07:04,,,,,,1
202,1001388,100001,2018-03-02 12:02:14,,,,,,0
203,1001043,100001,2018-03-02 13:24:26,,,,,,1
204,1000128,100001,2018-03-02 11:17:18,,,,2018-03-02 14:12:13,,1
205,1000970,100001,2018-03-02 13:32:09,,,,,,1
206,1001721,100001,2018-03-02 15:04:15,,,,,,1
207,1000751,100001,2018-03-02 11:35:44,,,,,,1
208,1000921,100001,2018-03-02 11:24:47,,,,,,1
209,1001799,100001,2018-03-02 12:16:57,,,,,,0
210,1001453,100001,2018-03-02 13:15:49,,,,,,0
211,1001573,100001,2018-03-02 11:18:32,,,,,,1
212,1000068,100001,2018-03-02 15:11:24,,,,2018-03-02 19:26:41,,1
213,1000412,100001,2018-03-02 13:36:34,,,,,,1
214,1000245,100001,2018-03-02 11:56:21,,,,2018-03-02 14:34:13,,1
215,1001511,100001,2018-03-02 14:10:00,,,,,,0
216,1001246,100001,2018-03-02 13:25:58,,,,,,0
217,1000022,100001,2018-03-02 12:28:07,,,,,,0
218,1001862,100001,2018-03-02 11:28:39,,,,,,0
219,1001640,100001,2018-03-02 13:38:05,,,,,,1
220,1000781,100001,2018-03-02 12:22:24,,,,,,1
221,1000806,100001,2018-03-02 14:05:30,,,,2018-03-02 16:12:08,,0
222,1000995,100001,2018-03-02 11:57:55,,,,,,0
223,1000934,100001,2018-03-02 11:23:34,,,,,,1
224,1000473,100001,2018-03-02 13:51:29,,,2018-03-02 13:53:30,,"IE",0
225,1001100,100001,2018-03-02 14:13:00,,,,,,0
226,1000518,100001,2018-03-02 11:29:24,,,2018-03-02 11:31:12,,"IE",1
227,1001151,100001,2018-03-02 14:37:31,,,,,,1
228,1001673,100001,2018-03-02 16:09:34,,,,,,1
229,1001789,100001,2018-03-02 15:15:26,,,2018-03-02 15:17:16,,"Chrome",0
230,1001068,100001,2018-03-02 11:43:21,,,,,,1
231,1000366,100001,2018-03-02 10:01:40,,,,,,1
232,1000728,100001,2018-03-02 14:28:37,,,,,,0
233,1001693,100001,2018-03-02 13:39:44,,,,,,1
234,1001533,100001,2018-03-02 13:19:40,,,,,,1
235,1000658,100001,2018-03-02 11:35:29,,,,,,1
236,1000887,100001,2018-03-02 12:39:28,,,2018-03-02 12:40:29,,"IE",1
237,1001798,100001,2018-03-02 13:18:54,,,,2018-03-02 14:56:31,,1
238,1000874,100001,2018-03-02 12:38:16,,,,2018-03-02 16:03:34,,1
239,1001558,100001,2018-03-02 11:42:41,,,,,,0
240,1000731,100001,2018-03-02 12:31:13,,,,,,1
241,1001931,100001,2018-03-02 11:31:16,,,,,,1
242,1001419,100001,2018-03-02 12:09:21,,,,2018-03-02 15:32:06,,1
243,1001783,100001,2018-03-02 14:07:05,,,,2018-03-02 18:57:22,,0
244,1001123,100001,2018-03-02 13:27:47,,,,,,1
245,1000057,100001,2018-03-02 12:56:04,,,2018-03-02 12:57:46,,"Other",1
246,1000706,100001,2018-03-02 12:28:47,,,,2018-03-02 15:19:44,,0
247,1001233,100001,2018-03-02 13:46:04,,,,,,1
248,1001796,100001,2018-03-02 12:55:22,,,,,,1
249,1000882,100001,2018-03-02 15:53:20,,,,,,1
250,1000299,100001,2018-03-02 12:27:40,,,,2018-03-02 16:45:44,,0
251,1001619,100001,2018-03-02 14:56:06,,,,2018-03-02 17:57:24,,0
252,1001912,100001,2018-03-02 12:52:14,,,,,,0
253,1001715,100001,2018-03-02 13:27:33,,,,,,0
254,1001659,100001,2018-03-02 11:04:29,,,,,,0
255,1001139,100001,2018-03-02 12:02:59,,,,,,0
256,1000830,100001,2018-03-02 13:08:23,,,,,,0
257,1001845,100001,2018-03-02 13:27:00,,,,,,0
258,1000642,100001,2018-03-02 13:08:50,,,,2018-03-02 15:00:10,,1
259,1001795,100001,2018-03-02 13:38:13,,,,,,0
260,1000959,100001,2018-03-02 12:02:00,,,,,,1
261,1000024,100001,,,,,,,0
262,1001861,100001,2018-03-02 10:02:35,,,,,,0
263,1001944,100001,2018-03-02 10:01:40,,,,,,1
264,1000206,100001,2018-03-02 13:01:52,,,,,,0
265,1000288,100001,2018-03-02 15:11:50,,,,,,1
266,1001031,100001,2018-03-02 13:41:57,,,,2018-03-02 15:14:16,,1
267,1001672,100001,2018-03-02 10:01:40,,,,,,1
268,1000019,100001,2018-03-02 12:34:26,,,,,,1
269,1000259,100001,2018-03-02 11:04:32,,,,,,1
270,1000138,100001,2018-03-02 12:52:07,,,,2018-03-02 14:33:09,,0
271,1001939,100001,,,,,,,1
272,1001834,100001,,,,,,,1
273,1000909,100001,2018-03-02 12:19:22,,,2018-03-02 12:21:08,,"Other",1
274,1001925,100001,2018-03-02 10:23:22,,,,,,0
275,1000551,100001,2018-03-02 15:42:50,,,,2018-03-02 19:38:50,,1
276,1000651,100001,2018-03-02 12:00:57,,,,,,1
277,1001414,100001,2018-03-02 10:01:40,,,,,,1
278,1000248,100001,2018-03-02 12:08:15,,,,,,0
279,1000431,100001,2018-03-02 13:27:55,,,,,,1
280,1001730,100001,2018-03-02 12:58:48,,,,,,1
281,1000799,100001,,,,,,,1
282,1001792,100001,2018-03-02 11:31:34,,,,,,1
283,1000592,100001,2018-03-02 11:36:35,,,,,,0
284,1000733,100001,2018-03-02 13:53:39,,,,,,1
285,1001249,100001,2018-03-02 11:55:30,,,2018-03-02 11:57:19,,"Firefox",1
286,1000380,100001,2018-03-02 13:15:41,,,,,,0
287,1001662,100001,2018-03-02 12:10:35,,,,,,0
288,1001439,100001,2018-03-02 15:48:15,,,,,,0
289,1000589,100001,2018-03-02 13:43:34,,,,,,0
290,1001130,100001,,,,,,,0
291,1001982,100001,2018-03-02 12:44:01,,,2018-03-02 12:45:28,,"Firefox",0
292,1000104,100001,2018-03-02 10:40:01,,,,,,1
293,1000266,100001,2018-03-02 11:58:52,,,2018-03-02 12:00:59,,"Other",0
294,1001082,100001,2018-03-02 12:35:41,,,,,,0
295,1001148,100001,2018-03-02 12:22:38,,,,,,1
296,1000358,100001,2018-03-02 10:01:40,,,,,,0
297,1001203,100001,2018-03-02 13:47:45,,,,,,1
298,1000467,100001,2018-03-02 14:47:46,,,,,,1
299,1001092,100001,2018-03-02 14:39:50,,,,,,0
300,1000191,100001,2018-03-02 12:12:02,,,,,,0
301,1001476,100001,2018-03-02 12:50:38,,,2018-03-02 12:52:18,,"Firefox",1
302,1000625,100001,2018-03-02 15:00:51,,,,,,0
303,1001179,100001,2018-03-02 10:08:03,,,,2018-03-02 11:18:29,,1
304,1001020,100001,2018-03-02 14:12:19,,,,,,1
305,1000279,100001,2018-03-02 10:01:40,,,2018-03-02 10:02:18,,"IE",1
306,1001545,100001,2018-03-02 12:01:42,,,,2018-03-02 15:10:19,,0
307,1001420,100001,,,,,,,1
308,1000634,100001,2018-03-02 12:06:22,,,,,,0
309,1001317,100001,2018-03-02 12:31:59,,,,,,1
310,1001582,100001,2018-03-02 15:16:44,,,,,,0
311,1000996,100001,2018-03-02 13:24:08,,,,,,0
312,1000609,100001,2018-03-02 16:13:21,,,,,,0
313,1000984,100001,2018-03-02 14:02:04,,,,,,1
314,1001339,100001,2018-03-02 12:31:17,,,2018-03-02 12:33:04,,"Chrome",0
315,1000065,100001,2018-03-02 10:49:07,,,,,,1
316,1001865,100001,2018-03-02 12:55:54,,,,,,1
317,1001559,100001,2018-03-02 15:13:41,,,,,,1
318,1000080,100001,2018-03-02 15:01:57,,,,2018-03-02 15:46:48,,1
319,1000052,100001,2018-03-02 11:51:07,,,2018-03-02 11:52:43,,"Firefox",0
320,1000501,100001,2018-03-02 14:11:46,,,,,,0
321,1001095,100001,2018-03-02 13:11:49,,,,,,1
322,1000682,100001,2018-03-02 16:18:24,,,,2018-03-02 21:09:30,,0
323,1001274,100001,2018-03-02 12:39:43,,,,2018-03-02 13:54:30,,0
324,1000976,100001,2018-03-02 11:53:27,,,,,,1
325,1001206,100001,2018-03-02 14:19:03,,,,,,0
326,1000716,100001,2018-03-02 11:16:56,,,,,,1
327,1000908,100001,2018-03-02 15:21:34,,,2018-03-02 15:22:47,,"Other",1
328,1000306,100001,2018-03-02 14:03:47,,,,2018-03-02 18:59:56,,1
329,1001875,100001,2018-03-02 13:00:51,,,,,,0
330,1001847,100001,2018-03-02 13:17:10,,,,,,0
331,1000500,100001,2018-03-02 12:29:33,,,,,,1
332,1001853,100001,2018-03-02 14:36:03,,,,,,1
333,1000787,100001,2018-03-02 12:42:27,,,,,,1
334,1000374,100001,2018-03-02 11:00:38,,,,,,0
335,1001633,100001,2018-03-02 14:55:15,,,,,,1
336,1001720,100001,2018-03-02 10:14:26,,,,,,0
337,1001312,100001,2018-03-02 13:28:36,,,,,,0
338,1000432,100001,2018-03-02 11:30:07,,,,,,1
339,1000793,100001,2018-03-02 11:42:13,,,,,,1
340,1000694,100001,2018-03-02 11:14:14,,,,,,1
341,1000399,100001,2018-03-02 11:46:23,,,,,,1
342,1001974,100001,2018-03-02 16:57:43,,,,,,1
343,1001387,100001,2018-03-02 12:35:12,,,,,,0
344,1000143,100001,2018-03-02 12:38:15,,,,2018-03-02 14:53:43,,1
345,1000225,100001,2018-03-02 12:09:39,,,,2018-03-02 14:02:28,,1
346,1001081,100001,2018-03-02 11:21:08,,,,,,0
347,1001644,100001,2018-03-02 13:13:48,,,,,,1
348,1000758,100001,2018-03-02 11:46:52,,,,,,1
349,1001115,100001,2018-03-02 11:21:37,,,,,,0
350,1000537,100001,2018-03-02 12:29:14,,,,,,0
351,1001911,100001,2018-03-02 12:29:03,,,,,,1
352,1000095,100001,2018-03-02 11:18:13,,,,,,0
353,1001149,100001,2018-03-02 13:58:53,,,,,,1
354,1000032,100001,2018-03-02 12:08:45,,,,,,0
355,1000704,100001,2018-03-02 15:32:16,,,2018-03-02 15:33:57,,"Chrome",0
356,1000226,100001,2018-03-02 13:24:51,,,,,,0
357,1000827,100001,,,,,,,0
358,1000654,100001,2018-03-02 11:33:41,,,,,,1
359,1000400,100001,2018-03-02 12:29:59,,,,,,1
360,1001160,100001,2018-03-02 13:19:52,,,,,,1
361,1001417,100001,2018-03-02 11:49:33,,,,,,0
362,1001663,100001,2018-03-02 13:40:39,,,,,,1
363,1001578,100001,2018-03-02 12:15:29,,,,,,0
364,1000804,100001,2018-03-02 13:32:14,,,,,,0
365,1001438,100001,2018-03-02 13:14:06,,,,,,1
366,1000936,100001,2018-03-02 11:18:29,,,2018-03-02 11:20:40,,"IE",1
367,1001773,100001,2018-03-02 14:34:44,,,,,,1
368,1000808,100001,2018-03-02 13:14:25,,,,,,1
369,1000802,100001,2018-03-02 14:47:15,,,2018-03-02 14:49:32,,"Firefox",1
370,1001007,100001,2018-03-02 13:22:14,,,,,,1
371,1001907,100001,2018-03-02 14:14:07,,,,2018-03-02 19:14:10,,1
372,1000945,100001,2018-03-02 13:21:50,,,,,,1
373,1000910,100001,2018-03-02 13:40:11,,,,,,1
374,1001900,100001,2018-03-02 13:59:35,,,,,,1
375,1000724,100001,2018-03-02 10:36:52,,,,,,1
376,1001825,100001,2018-03-02 11:27:11,,,,2018-03-02 11:48:01,,1
377,1001238,100001,2018-03-02 13:04:27,,,,2018-03-02 16:36:51,,0
378,1001635,100001,2018-03-02 14:22:11,,,,,,0
379,1000664,100001,2018-03-02 11:59:55,,,,,,1
380,1001373,100001,2018-03-02 11:49:34,,,,,,0
381,1000965,100001,2018-03-02 11:47:46,,,,,,1
382,1001228,100001,2018-03-02 12:52:22,,,,2018-03-02 14:17:59,,1
383,1000347,100001,2018-03-02 12:25:08,,,,2018-03-02 14:23:28,,1
384,1000070,100001,2018-03-02 12:18:48,,,2018-03-02 12:20:03,,"Chrome",0
385,1000391,100001,2018-03-02 14:06:36,,,,,,0
386,1000472,100001,2018-03-02 11:27:19,,,,,,0
387,1000590,100001,2018-03-02 11:00:39,,,,2018-03-02 15:06:26,,1
388,1000599,100001,2018-03-02 13:34:33,,,,,,1
389,1001706,100001,2018-03-02 14:05:50,,,,,,0
390,1001989,100001,2018-03-02 12:23:10,,,,2018-03-02 13:14:22,,1
391,1001386,100001,2018-03-02 12:12:04,,,,,,0
392,1001014,100001,2018-03-02 10:58:45,,,,,,1
393,1001886,100001,2018-03-02 11:02:46,,,,,,1
394,1000017,100001,2018-03-02 11:31:13,,,,,,1
395,1000182,100001,2018-03-02 12:49:00,,,2018-03-02 12:50:45,,"IE",0
396,1000233,100001,2018-03-02 12:56:14,,,,2018-03-02 16:58:35,,0
397,1000149,100001,2018-03-02 13:54:25,,,,,,0
398,1000016,100001,2018-03-02 13:57:11,,,,,,1
399,1001801,100001,2018-03-02 11:35:39,,,,2018-03-02 14:23:59,,0
400,1001956,100001,2018-03-02 11:56:04,,,,2018-03-02 15:48:31,,0
401,1001752,100001,2018-03-02 12:00:55,,,,,,0
402,1001936,100001,2018-03-02 13:29:18,,,,2018-03-02 13:30:58,,1
403,1000845,100001,2018-03-02 12:33:14,,,,,,1
404,1000709,100001,2018-03-02 11:47:38,,,2018-03-02 11:50:01,,"Chrome",0
405,1000456,100001,2018-03-02 12:38:31,,,,,,0
406,1001289,100001,,,,,,,1
407,1001634,100001,2018-03-02 12:31:15,,,,,,0
408,1000938,100001,2018-03-02 11:46:10,,,,,,0
409,1001983,100001,2018-03-02 15:41:47,,,,,,1
410,1001200,100001,2018-03-02 10:47:23,,,,,,0
411,1001600,100001,2018-03-02 11:58:17,,,,,,1
412,1001637,100001,2018-03-02 13:15:09,,,,,,1
413,1000144,100001,2018-03-02 12:36:17,,,,,,1
414,1001434,100001,2018-03-02 12:08:35,,,,,,1
415,1001819,100001,2018-03-02 11:48:20,,,,,,0
416,1000339,100001,,,,,,,1
417,1000103,100001,2018-03-02 12:16:43,,,,,,1
418,1001848,100001,2018-03-02 10:50:35,,,,2018-03-02 13:33:54,,0
419,1001557,100001,2018-03-02 11:05:22,,,2018-03-02 11:07:25,,"Firefox",1
420,1001964,100001,2018-03-02 11:03:05,,,,,,0
421,1001071,100001,2018-03-02 12:38:52,,,,,,1
422,1000307,100001,2018-03-02 12:29:25,,,,,,0
423,1001362,100001,2018-03-02 13:52:39,,,,,,1
424,1000678,100001,2018-03-02 12:12:06,,,,2018-03-02 15:59:17,,0
425,1000514,100001,2018-03-02 12:02:25,,,,,,1
426,1001593,100001,2018-03-02 12:00:30,,,,,,1
427,1000318,100001,2018-03-02 12:11:01,,,,,,1
428,1000567,100001,2018-03-02 13:20:43,,,,,,0
