"UserID","CampaignID","CampaignType","CampaignSentMorningAfternoon","UserAge","UserDepartment","UserIsManager","UserGender","UserTenure","UserOpenedEmail","UserFail","UserReportedSpam"
1001202,100001,"Data_Entry","Morning",28.5448323066393,"Marketing",0,"female",1.73391128716411,"Yes","No","Yes"
1000610,100001,"Data_Entry","Morning",20.4503764544832,"Marketing",0,"male",2.47708176121411,"Yes","Yes",
1001070,100001,"Open_Attachment","Morning",59.7234770704997,"Finance",0,"female",5.22193827335372,"Yes","Yes",
1001291,100001,"Open_Attachment","Morning",30.5434633812457,"Marketing",0,"female",7.67272009144162,"Yes","No","No"
1001265,100001,"Data_Entry","Morning",40.3367556468173,"Finance",0,"male",10.1188354802043,"Yes","No","No"
1000826,100001,"Open_Attachment","Morning",18.4517453798768,"Finance",0,"female",3.07449715241527,"Yes","No","No"
1001494,100001,"Open_Attachment","Morning",38.8377823408624,"Operations",0,"male",3.5738268340131,"Yes","No","No"
1000549,100001,"Data_Entry","Morning",28.444900752909,"Marketing",0,"male",12.4529576759724,"Yes","No","Yes"
1001290,100001,"Click_Link","Morning",20.4503764544832,"Operations",0,"male",6.20260095824778,"Yes","No","No"
1001468,100001,"Click_Link","Morning",21.1498973305955,"Operations",0,"male",4.44180974309214,"Yes","No","No"
1001342,100001,"Data_Entry","Morning",18.5516769336071,"Finance",0,"female",4.30390143737166,"Yes","No","No"
1001595,100001,"Open_Attachment","Morning",50.829568788501,"Finance",0,"male",10.4549039736754,"Yes","No","No"
1000535,100001,"Click_Link","Morning",38.8377823408624,"Operations",0,"male",2.21502407750173,"Yes","No","No"
1001352,100001,"Open_Attachment","Morning",32.8418891170431,"Finance",0,"male",2.22478636436606,"Yes","No","Yes"
1000018,100001,"Click_Link","Morning",21.9493497604381,"Finance",0,"male",3.79038651587773,"Yes","No","No"
1000772,100001,"Open_Attachment","Morning",39.7371663244353,"Finance",0,"female",20.6884555884167,"Yes","No","No"
1001176,100001,"Open_Attachment","Morning",34.041067761807,"Operations",0,"male",2.45643299375972,"Yes","No","No"
1001055,100001,"Open_Attachment","Morning",46.9322381930185,"Finance",1,"female",2.1428772213554,"Yes","Yes",
1001444,100001,"Click_Link","Morning",28.444900752909,"Operations",0,"male",3.99043946657288,"Yes","No","Yes"
1001953,100001,"Click_Link","Morning",54.9267624914442,"Marketing",0,"female",8.04829232103149,"Yes","No","No"
1000856,100001,"Data_Entry","Morning",25.8466803559206,"Marketing",0,"male",5.55980944549284,"Yes","No","Yes"
1000935,100001,"Click_Link","Morning",42.2354551676934,"Marketing",0,"male",2.14340140487479,"Yes","No","No"
1001649,100001,"Data_Entry","Morning",35.0403832991102,"Finance",0,"male",4.03232832877731,"Yes","No","No"
1001972,100001,"Click_Link","Morning",27.9452429842574,"Finance",0,"male",3.33937684092706,"Yes","No","Yes"
1001950,100001,"Open_Attachment","Morning",36.9390828199863,"Finance",0,"male",9.64939216610891,"Yes","No","No"
1001347,100001,"Click_Link","Morning",31.6427104722793,"Finance",0,"female",1.67692721293536,"Yes","No","No"
1001278,100001,"Click_Link","Morning",31.9425051334702,"Finance",0,"female",3.3616641205862,"Yes","No","No"
1000511,100001,"Open_Attachment","Morning",20.3504449007529,"Marketing",0,"male",1.82604987289671,"Yes","No","Yes"
1001543,100001,"Click_Link","Morning",19.750855578371,"Marketing",0,"female",5.50308008213552,"Yes","No","No"
1000082,100001,"Data_Entry","Morning",49.1307323750856,"Finance",0,"female",2.5497095672978,"Yes","No","No"
1001785,100001,"Open_Attachment","Morning",57.5249828884326,"Marketing",1,"female",2.82369330581413,"Yes","No","No"
1000958,100001,"Click_Link","Morning",37.4387405886379,"Operations",0,"male",2.24268440311215,"Yes","Yes",
1000476,100001,"Data_Entry","Morning",20.5503080082136,"Marketing",0,"male",3.95365347447702,"Yes","No","No"
1000615,100001,"Data_Entry","Morning",38.0383299110199,"Operations",0,"male",2.97212389541825,"Yes","No","No"
1001230,100001,"Open_Attachment","Morning",31.4428473648186,"Marketing",0,"female",4.90660278566059,"Yes","No","Yes"
1001078,100001,"Open_Attachment","Morning",43.1348391512663,"Finance",0,"female",11.6991310807134,"No","No","Yes"
1000368,100001,"Click_Link","Morning",23.9479808350445,"Finance",0,"male",5.20643448516503,"Yes","No","No"
1001324,100001,"Click_Link","Morning",45.4332648870637,"Marketing",0,"female",11.1768854542529,"Yes","No","Yes"
1001613,100001,"Open_Attachment","Morning",44.1341546885695,"Finance",0,"female",8.01323124369204,"Yes","No","No"
1001107,100001,"Click_Link","Morning",38.5379876796715,"Marketing",0,"female",1.65477943922322,"Yes","Yes",
1000244,100001,"Data_Entry","Morning",19.8507871321013,"Finance",0,"male",5.60301163586585,"No","No",
1000396,100001,"Data_Entry","Morning",35.1403148528405,"Finance",0,"male",16.8571387317111,"Yes","No","No"
1000730,100001,"Open_Attachment","Morning",32.0424366872005,"Operations",0,"male",3.74357493609515,"Yes","No","No"
1001651,100001,"Open_Attachment","Morning",38.6379192334018,"Finance",0,"female",9.41762422677516,"Yes","No","No"
1001747,100001,"Data_Entry","Morning",29.0444900752909,"Operations",0,"male",2.52942705106508,"Yes","No","No"
1001830,100001,"Open_Attachment","Morning",39.0376454483231,"Marketing",0,"female",7.59575801284203,"Yes","No","No"
1000047,100001,"Open_Attachment","Morning",24.8473648186174,"Marketing",0,"female",2.40522231190644,"Yes","No","No"
1000647,100001,"Data_Entry","Morning",47.1321013004791,"Operations",0,"male",7.72226199190874,"Yes","No","No"
1001811,100001,"Click_Link","Morning",24.4476386036961,"Marketing",1,"female",2.33084572331178,"Yes","No","No"
1000854,100001,"Click_Link","Morning",61.3223819301848,"Marketing",0,"female",2.41858829676545,"Yes","Yes",
1001947,100001,"Data_Entry","Morning",25.4469541409993,"Finance",0,"male",0.960908941929007,"Yes","No","Yes"
1001547,100001,"Open_Attachment","Morning",49.2306639288159,"Operations",0,"female",3.50348198818903,"Yes","No","No"
1000780,100001,"Click_Link","Morning",53.8275154004107,"Marketing",0,"female",6.49057818645233,"Yes","No","No"
1001977,100001,"Open_Attachment","Morning",55.7262149212868,"Operations",0,"male",4.84509512707786,"Yes","No","Yes"
1000011,100001,"Click_Link","Morning",32.6420260095825,"Operations",0,"female",3.63265013911466,"Yes","No","No"
1001852,100001,"Open_Attachment","Morning",33.3415468856947,"Finance",0,"male",10.7986531974749,"Yes","No","No"
1000243,100001,"Open_Attachment","Morning",20.9500342231348,"Marketing",0,"male",4.89865978162122,"Yes","No","No"
1000886,100001,"Open_Attachment","Morning",65.7193702943189,"Operations",0,"female",6.49693484892123,"Yes","No","No"
1000527,100001,"Click_Link","Morning",63.9206023271732,"Finance",0,"female",3.51390775189083,"Yes","No","No"
1000378,100001,"Click_Link","Morning",44.933607118412,"Operations",0,"female",8.38592067226151,"Yes","No","No"
1000632,100001,"Data_Entry","Morning",40.4366872005476,"Finance",0,"male",6.68269917421399,"Yes","No","No"
1000572,100001,"Click_Link","Morning",22.0492813141684,"Operations",0,"male",2.16686542829298,"No","No","Yes"
1001338,100001,"Data_Entry","Morning",38.0383299110199,"Marketing",0,"female",11.8815295165741,"Yes","Yes",
1000485,100001,"Click_Link","Morning",31.7426420260096,"Finance",0,"male",5.32953216855091,"Yes","No","No"
1001297,100001,"Open_Attachment","Morning",45.1334702258727,"Marketing",0,"female",6.18225447650517,"Yes","No","No"
1000765,100001,"Click_Link","Morning",27.2457221081451,"Finance",0,"female",4.5276812269996,"Yes","No","Yes"
1001060,100001,"Click_Link","Morning",30.943189596167,"Finance",0,"female",4.30265184602515,"Yes","No","No"
1000577,100001,"Open_Attachment","Morning",28.5448323066393,"Marketing",0,"female",5.44070021047114,"Yes","No","Yes"
1001235,100001,"Click_Link","Morning",20.6502395619439,"Finance",0,"female",1.13558313132111,"Yes","No","No"
1001602,100001,"Data_Entry","Morning",46.5325119780972,"Finance",0,"female",2.20295132602296,"Yes","No","No"
1000480,100001,"Open_Attachment","Morning",38.9377138945927,"Operations",0,"male",4.74115802193327,"Yes","No","No"
1001968,100001,"Click_Link","Morning",33.741273100616,"Marketing",0,"male",15.5242270825326,"No","No","No"
1000516,100001,"Data_Entry","Morning",27.2457221081451,"Finance",0,"female",0.432093120920523,"Yes","No","Yes"
1000178,100001,"Data_Entry","Morning",34.041067761807,"Marketing",0,"female",4.57001563969241,"Yes","No","Yes"
1001431,100001,"Open_Attachment","Morning",19.5509924709103,"Operations",0,"male",5.30321697467488,"Yes","No","No"
1000372,100001,"Open_Attachment","Morning",25.64681724846,"Marketing",0,"female",5.97054479199826,"Yes","No","No"
1000015,100001,"Click_Link","Morning",25.1471594798084,"Operations",0,"female",6.11711242103021,"Yes","No","No"
1000766,100001,"Click_Link","Morning",49.1307323750856,"Marketing",0,"female",4.56478153711206,"Yes","No","No"
1000240,100001,"Open_Attachment","Morning",24.4476386036961,"Finance",0,"female",5.41769989331513,"Yes","No","Yes"
1000388,100001,"Click_Link","Morning",34.8405201916496,"Operations",0,"female",7.42216059421551,"Yes","No","Yes"
1000611,100001,"Data_Entry","Morning",36.839151266256,"Finance",0,"male",2.05098090089343,"Yes","No","Yes"
1000913,100001,"Data_Entry","Morning",53.4277891854894,"Finance",0,"female",4.33767470651064,"Yes","No","No"
1000963,100001,"Open_Attachment","Morning",22.3490759753593,"Finance",0,"male",8.10130047912389,"Yes","No","No"
1001698,100001,"Open_Attachment","Morning",22.7488021902806,"Finance",0,"male",8.50102669404517,"Yes","Yes",
1001114,100001,"Data_Entry","Morning",46.5325119780972,"Operations",0,"male",2.44850379116171,"Yes","No","No"
1000105,100001,"Open_Attachment","Morning",32.4421629021218,"Finance",0,"male",8.90082701149785,"Yes","No","No"
1000357,100001,"Open_Attachment","Morning",30.5434633812457,"Finance",0,"male",0.537512877131207,"Yes","No","No"
1001629,100001,"Data_Entry","Morning",21.1498973305955,"Finance",0,"male",1.65158453660115,"Yes","No","Yes"
1000902,100001,"Click_Link","Morning",49.7303216974675,"Finance",0,"female",1.53034678733737,"Yes","No","Yes"
1001035,100001,"Click_Link","Morning",44.7337440109514,"Finance",0,"male",5.88817209261831,"Yes","No","No"
1000574,100001,"Data_Entry","Morning",29.3442847364819,"Finance",0,"female",1.87730502056262,"Yes","No","Yes"
1000927,100001,"Open_Attachment","Morning",23.8480492813142,"Finance",0,"female",0.942124878289319,"Yes","No","No"
1001806,100001,"Click_Link","Morning",19.1512662559891,"Operations",0,"female",4.90349075975359,"Yes","No","No"
1001232,100001,"Open_Attachment","Morning",57.5249828884326,"Finance",0,"female",9.26826706969816,"Yes","No","No"
1000755,100001,"Click_Link","Morning",27.2457221081451,"Marketing",0,"female",1.04508326567449,"Yes","No","No"
1000743,100001,"Open_Attachment","Morning",54.5270362765229,"Marketing",0,"male",5.22803000387769,"Yes","No","No"
1000534,100001,"Open_Attachment","Morning",25.5468856947296,"Operations",0,"male",4.5448704744132,"Yes","No","No"
1001371,100001,"Open_Attachment","Morning",25.8466803559206,"Operations",0,"male",1.47012309366797,"Yes","No","No"
1001004,100001,"Click_Link","Morning",26.4462696783025,"Finance",0,"male",11.8077920393897,"Yes","No","Yes"
1001019,100001,"Click_Link","Morning",21.2498288843258,"Finance",0,"female",0.937430913160336,"Yes","No","No"
1000236,100001,"Data_Entry","Morning",53.927446954141,"Operations",0,"male",13.7092121523381,"Yes","No","Yes"
1000991,100001,"Click_Link","Morning",18.4517453798768,"Marketing",0,"male",4.20396988364134,"Yes","No","No"
1001594,100001,"Data_Entry","Morning",33.441478439425,"Finance",0,"female",5.75250433336906,"Yes","No","Yes"
1001990,100001,"Click_Link","Morning",31.242984257358,"Finance",1,"male",1.97738403888442,"Yes","No","Yes"
1001805,100001,"Open_Attachment","Morning",60.0232717316906,"Finance",0,"male",10.1178323980702,"Yes","No","No"
1000354,100001,"Click_Link","Morning",28.0451745379877,"Finance",0,"male",8.67862923128834,"Yes","No","No"
1001955,100001,"Click_Link","Morning",29.6440793976728,"Marketing",0,"male",15.3963039014374,"Yes","Yes",
1001193,100001,"Open_Attachment","Morning",39.1375770020534,"Operations",0,"male",4.07692048684504,"Yes","No","Yes"
1000815,100001,"Click_Link","Morning",27.5455167693361,"Finance",0,"female",4.09179408212488,"Yes","No","Yes"
1000235,100001,"Data_Entry","Morning",35.9397672826831,"Finance",0,"male",6.02235913231564,"Yes","No","No"
1001257,100001,"Open_Attachment","Morning",48.4312114989733,"Finance",1,"male",3.22569569408581,"Yes","No","Yes"
1000598,100001,"Click_Link","Morning",26.4462696783025,"Finance",0,"male",7.04062251974028,"Yes","No","No"
1000773,100001,"Data_Entry","Morning",31.9425051334702,"Operations",0,"male",5.02408700182952,"Yes","No","No"
1001857,100001,"Data_Entry","Morning",22.249144421629,"Finance",0,"male",2.85499747835861,"Yes","No","No"
1000899,100001,"Open_Attachment","Morning",26.6461327857632,"Marketing",0,"female",2.88935842099761,"Yes","No","Yes"
1001254,100001,"Open_Attachment","Morning",47.2320328542094,"Marketing",1,"female",14.3233529522619,"Yes","No","No"
1000384,100001,"Click_Link","Morning",23.1485284052019,"Finance",0,"male",8.90075290896646,"Yes","No","No"
1001132,100001,"Click_Link","Morning",48.031485284052,"Marketing",0,"female",1.32962075231279,"Yes","Yes",
1001392,100001,"Open_Attachment","Morning",36.3394934976044,"Marketing",0,"female",1.89770435742251,"Yes","No","No"
1001332,100001,"Click_Link","Morning",21.2498288843258,"Marketing",0,"female",7.00205338809035,"Yes","Yes",
1000254,100001,"Data_Entry","Morning",23.2484599589322,"Finance",0,"female",9.00068446269678,"Yes","No","No"
1000210,100001,"Data_Entry","Morning",36.0396988364134,"Finance",0,"male",9.05817224828609,"Yes","No","No"
1001645,100001,"Open_Attachment","Morning",38.0383299110199,"Operations",0,"male",0.605527436687024,"Yes","No","No"
1000967,100001,"Open_Attachment","Morning",44.4339493497604,"Finance",0,"male",16.992115035301,"Yes","No","No"
1001502,100001,"Data_Entry","Morning",24.0479123887748,"Operations",0,"female",5.67843180777923,"Yes","No","No"
1000741,100001,"Open_Attachment","Morning",30.2436687200548,"Operations",0,"male",13.3352543184628,"Yes","No","No"
1000896,100001,"Open_Attachment","Morning",40.8364134154689,"Finance",0,"female",6.98267837784468,"Yes","Yes",
1001330,100001,"Data_Entry","Morning",21.0499657768652,"Marketing",0,"male",6.80219028062971,"Yes","No","No"
1000732,100001,"Click_Link","Morning",40.0369609856263,"Operations",0,"female",6.38610518092262,"Yes","No","No"
1000484,100001,"Click_Link","Morning",35.0403832991102,"Operations",0,"male",4.84860813629036,"Yes","No","No"
1000543,100001,"Data_Entry","Morning",36.3394934976044,"Finance",1,"female",7.88140145972911,"Yes","Yes",
1000668,100001,"Open_Attachment","Morning",41.5359342915811,"Operations",0,"male",7.24473853308666,"Yes","No","Yes"
1000491,100001,"Click_Link","Morning",19.5509924709103,"Finance",0,"male",4.42931501149726,"Yes","No","No"
1000648,100001,"Open_Attachment","Morning",27.0458590006845,"Finance",0,"male",3.70862139148341,"Yes","No","No"
1000622,100001,"Click_Link","Morning",58.3244353182752,"Marketing",0,"female",6.84769483376474,"Yes","No","Yes"
1001877,100001,"Open_Attachment","Morning",35.6399726214921,"Finance",0,"female",6.88243148687617,"Yes","Yes",
1001969,100001,"Open_Attachment","Morning",40.0369609856263,"Finance",0,"female",1.07893461229586,"No","No","No"
1001241,100001,"Open_Attachment","Morning",64.8199863107461,"Finance",0,"female",4.03259957737144,"Yes","No","No"
1001880,100001,"Click_Link","Morning",26.6461327857632,"Finance",0,"female",2.56914885682599,"Yes","No","No"
1000328,100001,"Click_Link","Morning",36.6392881587953,"Marketing",0,"female",19.3902131937521,"Yes","No","No"
1001380,100001,"Data_Entry","Morning",34.041067761807,"Operations",0,"female",7.94085562801324,"Yes","No","No"
1000690,100001,"Click_Link","Morning",50.9295003422313,"Marketing",0,"male",4.04674460139342,"Yes","No","Yes"
1001032,100001,"Data_Entry","Morning",40.3367556468173,"Marketing",1,"female",5.20587636235842,"Yes","No","No"
1000310,100001,"Click_Link","Morning",43.6344969199179,"Finance",0,"female",4.42648206223484,"Yes","No","No"
1001359,100001,"Open_Attachment","Morning",42.135523613963,"Finance",0,"female",2.89974792328382,"Yes","Yes",
1000220,100001,"Click_Link","Morning",26.3463381245722,"Finance",0,"male",9.16641023285528,"Yes","No","No"
1001998,100001,"Click_Link","Morning",30.643394934976,"Finance",0,"female",1.47884026205173,"Yes","No","No"
1000897,100001,"Open_Attachment","Morning",28.9445585215606,"Finance",0,"female",9.17317918209983,"Yes","No","No"
1000839,100001,"Click_Link","Morning",28.8446269678303,"Finance",0,"female",4.63275769901779,"Yes","No","No"
1001009,100001,"Data_Entry","Morning",29.3442847364819,"Marketing",0,"male",7.67372260536354,"Yes","No","No"
1000216,100001,"Open_Attachment","Morning",19.6509240246407,"Operations",0,"female",5.4031485284052,"No","No","No"
1000898,100001,"Click_Link","Morning",25.7467488021903,"Marketing",0,"male",0.88885281031673,"Yes","No","Yes"
1000617,100001,"Data_Entry","Morning",36.7392197125257,"Finance",0,"male",9.85489603137838,"Yes","No","No"
1000595,100001,"Data_Entry","Morning",20.7501711156742,"Finance",0,"female",2.57168079128623,"Yes","No","No"
1001448,100001,"Open_Attachment","Morning",32.7419575633128,"Finance",0,"female",4.05548421352852,"Yes","No","Yes"
1001522,100001,"Open_Attachment","Morning",36.3394934976044,"Operations",1,"male",3.9920308401949,"Yes","No","Yes"
1000823,100001,"Click_Link","Morning",21.1498973305955,"Finance",0,"male",4.13895525311935,"Yes","No","Yes"
1000033,100001,"Click_Link","Morning",31.8425735797399,"Operations",0,"male",4.76982602113676,"Yes","No","No"
1001430,100001,"Open_Attachment","Morning",40.3367556468173,"Finance",0,"male",9.39501935411193,"Yes","No","No"
1001405,100001,"Click_Link","Morning",28.145106091718,"Operations",0,"female",5.63294641910984,"Yes","Yes",
1001322,100001,"Data_Entry","Morning",33.2416153319644,"Operations",0,"female",9.07077239135366,"Yes","No","No"
1000979,100001,"Data_Entry","Morning",48.7310061601643,"Finance",0,"female",1.76981504328498,"Yes","No","No"
1000844,100001,"Open_Attachment","Morning",31.3429158110883,"Operations",0,"female",3.57523652666157,"Yes","No","No"
1001656,100001,"Open_Attachment","Morning",22.4490075290897,"Finance",0,"female",0.900960441002251,"Yes","No","No"
1001388,100001,"Data_Entry","Morning",37.4387405886379,"Finance",0,"male",3.57915654876344,"Yes","No","No"
1001043,100001,"Open_Attachment","Morning",52.5284052019165,"Finance",1,"female",8.98152367846666,"Yes","No","No"
1000128,100001,"Open_Attachment","Morning",26.1464750171116,"Marketing",0,"female",11.8986995208761,"Yes","No","Yes"
1000970,100001,"Data_Entry","Morning",32.9418206707734,"Operations",0,"male",3.57288218372789,"Yes","No","No"
1001721,100001,"Click_Link","Morning",20.4503764544832,"Finance",0,"male",2.0798851666347,"Yes","No","No"
1000751,100001,"Click_Link","Morning",48.1314168377823,"Marketing",0,"male",5.83124414894371,"Yes","No","No"
1000921,100001,"Data_Entry","Morning",63.8206707734428,"Finance",0,"female",5.04134175932908,"Yes","No","No"
1001799,100001,"Open_Attachment","Morning",41.8357289527721,"Operations",0,"male",6.14026229307978,"Yes","No","No"
1001453,100001,"Click_Link","Morning",26.8459958932238,"Finance",0,"female",9.20363026760036,"Yes","No","No"
1001573,100001,"Open_Attachment","Morning",28.145106091718,"Marketing",0,"female",9.15313023326908,"Yes","No","No"
1000068,100001,"Click_Link","Morning",34.7405886379192,"Finance",1,"male",5.93408243902395,"Yes","No","Yes"
1000412,100001,"Open_Attachment","Morning",37.138945927447,"Operations",0,"male",2.28811263237182,"Yes","No","No"
1000245,100001,"Open_Attachment","Morning",50.829568788501,"Marketing",0,"female",0.723295646637273,"Yes","No","Yes"
1001511,100001,"Open_Attachment","Morning",25.5468856947296,"Marketing",0,"female",4.69505239643783,"Yes","No","No"
1001246,100001,"Click_Link","Morning",33.6413415468857,"Marketing",0,"male",2.94998621489508,"Yes","No","No"
1000022,100001,"Click_Link","Morning",40.3367556468173,"Marketing",0,"female",4.68586427781319,"Yes","No","No"
1001862,100001,"Data_Entry","Morning",51.129363449692,"Finance",1,"female",5.95991482997952,"Yes","No","No"
1001640,100001,"Click_Link","Morning",33.1416837782341,"Marketing",0,"female",2.98145738660791,"Yes","No","No"
1000781,100001,"Data_Entry","Morning",26.2464065708419,"Finance",0,"female",3.92885209737458,"Yes","No","No"
1000806,100001,"Click_Link","Morning",22.8487337440109,"Operations",0,"male",8.6009582477755,"Yes","No","Yes"
1000995,100001,"Open_Attachment","Morning",40.1368925393566,"Marketing",0,"male",2.26827952342998,"Yes","No","No"
1000934,100001,"Click_Link","Morning",23.3483915126626,"Finance",0,"male",7.59787960183274,"Yes","No","No"
1000473,100001,"Click_Link","Morning",32.3422313483915,"Marketing",0,"male",2.51270439753687,"Yes","Yes",
1001100,100001,"Open_Attachment","Morning",19.2511978097194,"Marketing",0,"female",4.20153459925343,"Yes","No","No"
1000518,100001,"Click_Link","Morning",30.8432580424367,"Finance",1,"female",1.4349006609658,"Yes","Yes",
1001151,100001,"Data_Entry","Morning",50.4298425735797,"Finance",0,"female",8.60048907524212,"Yes","No","No"
1001673,100001,"Open_Attachment","Morning",40.0369609856263,"Finance",0,"female",3.65300815074311,"Yes","No","No"
1001789,100001,"Click_Link","Morning",31.1430527036277,"Operations",0,"male",5.85297393351504,"Yes","Yes",
1001068,100001,"Data_Entry","Morning",45.0335386721424,"Finance",0,"male",0.607457097509253,"Yes","No","No"
1000366,100001,"Data_Entry","Morning",31.242984257358,"Finance",0,"female",1.72151018751763,"Yes","No","No"
1000728,100001,"Open_Attachment","Morning",45.4332648870637,"Marketing",0,"female",5.84172966168913,"Yes","No","No"
1001693,100001,"Open_Attachment","Morning",38.4380561259411,"Finance",0,"female",4.29257470498896,"Yes","No","No"
1001533,100001,"Click_Link","Morning",28.2450376454483,"Finance",0,"male",2.60344747330466,"Yes","No","No"
1000658,100001,"Click_Link","Morning",18.2518822724162,"Marketing",0,"male",2.57196322210777,"Yes","No","No"
1000887,100001,"Open_Attachment","Morning",60.8227241615332,"Finance",1,"female",9.87816061793926,"Yes","Yes",
1001798,100001,"Click_Link","Morning",21.1498973305955,"Marketing",0,"female",6.90212183436003,"Yes","No","Yes"
1000874,100001,"Data_Entry","Morning",20.1505817932923,"Marketing",0,"male",1.80416112829166,"Yes","No","Yes"
1001558,100001,"Data_Entry","Morning",38.4380561259411,"Finance",0,"male",1.67998832552252,"Yes","No","No"
1000731,100001,"Open_Attachment","Morning",47.9315537303217,"Finance",0,"female",1.66968699435188,"Yes","No","No"
1001931,100001,"Open_Attachment","Morning",48.1314168377823,"Finance",1,"male",3.48606863098361,"Yes","No","No"
1001419,100001,"Data_Entry","Morning",39.5373032169747,"Marketing",0,"male",4.35137914268859,"Yes","No","Yes"
1001783,100001,"Open_Attachment","Morning",19.3511293634497,"Finance",0,"male",5.10335386721424,"Yes","No","Yes"
1001123,100001,"Open_Attachment","Morning",34.9404517453799,"Finance",0,"male",1.87412953785172,"Yes","No","No"
1000057,100001,"Data_Entry","Morning",26.5462012320329,"Finance",0,"male",4.43226658839843,"Yes","Yes",
1000706,100001,"Click_Link","Morning",46.6324435318275,"Finance",1,"male",8.36342619591748,"Yes","No","Yes"
1001233,100001,"Click_Link","Morning",29.6440793976728,"Finance",0,"male",2.53619090915818,"Yes","No","No"
1001796,100001,"Data_Entry","Morning",23.2484599589322,"Operations",0,"female",3.2269868303223,"Yes","No","No"
