"customer_id","sale","sale_amount","region","age","gender","activity","marketing_exposure","x1","x2","x3","x4","x5","num_accounts","current_customer","income"
107577,"Yes",341.595596628296,"45",65,"Male","Med",4,65.2197852551561,9.34713909367738,139.159793564809,13,4,0,"Yes",84
102504,"Yes",705.031654387192,"44",62,"Male","Low",5,50.2653013007434,12.7661818579336,106.87963738154,10,3,0,"Yes",52
104395,"Yes",791.582609559712,"25",68,"Female","Low",3,58.0650042606516,8.41774323564342,121.633640698874,11,1,0,"No",83
105729,"No",0,"2",45,"Female","High",2,30.3149250525657,8.18232880531093,117.287746260168,10,0,0,"No",79
104127,"Yes",201.730947451152,"39",62,"Male","Med",7,39.7658290443081,10.5077400480846,133.226479202928,11,3,1,"No",56
101319,"No",0,"48",56,"Male","Low",8,44.3741104509579,7.92957499488159,94.846579060624,12,0,0,"No",69
106491,"Yes",914.544113569616,"42",66,"Female","Med",5,53.3175350145522,12.710722680818,135.794515650811,11,1,0,"No",55
104247,"Yes",350.154713311906,"46",62,"Male","Low",9,56.3767379067867,10.1153133753229,86.5545054232436,9,1,0,"No",64
108319,"Yes",529.28617613683,"44",74,"Female","Med",3,54.3535335900794,9.7168497629077,100.35722631724,5,2,0,"No",58
100999,"No",0,"6",70,"Male","Med",7,67.1689184496181,5.97675575242413,67.9216923817676,2,2,0,"Yes",78
108846,"Yes",384.684094678291,"22",42,"Male","Med",5,54.9372403759585,9.34874504524574,113.039379051922,7,2,1,"No",76
105439,"Yes",881.418353592612,"34",77,"Female","Low",3,59.5704175389915,8.05453274836448,82.8189051242014,16,1,0,"Yes",38
104608,"Yes",305.61549195576,"7",63,"Female","Low",2,51.6010536164104,12.3921315584409,104.092977719413,7,4,1,"Yes",65
103720,"Yes",1024.28463925054,"16",77,"Female","High",3,48.6759001229103,5.58281361888933,90.3363570398367,6,2,0,"Yes",56
100694,"No",0,"36",45,"Male","Low",10,52.28603339456,6.69738610165756,96.6779786893136,7,2,1,"No",67
107278,"No",0,"6",67,"Female","High",2,50.5003889297124,14.1717033101814,74.6455877896319,5,1,0,"Yes",62
109608,"Yes",374.017656163766,"37",64,"Female","Med",0,47.2556380737366,11.6825675824723,133.676354851837,15,3,1,"Yes",72
101849,"No",0,"16",50,"Male","Med",9,32.6530019292607,9.48311939336723,111.069079414654,12,0,0,"Yes",78
100425,"No",0,"45",68,"Female","Low",5,48.0336128098022,10.9391294929495,84.6248661557226,10,3,1,"Yes",64
105433,"Yes",281.352447955739,"41",68,"Female","Med",2,53.3544485367157,9.20939907763921,108.637860664722,9,1,0,"No",71
107752,"No",0,"37",67,"Female","Med",2,56.0373887789671,12.0243924885352,118.841278028955,14,2,0,"No",70
101815,"Yes",251.198861303819,"30",66,"Female","Low",5,53.7538266937019,9.68281438482093,86.3535355253649,9,1,1,"Yes",79
108066,"Yes",576.977238709597,"35",73,"Male","Med",4,49.2946927595115,5.5368859695872,103.498123809797,5,2,1,"Yes",80
106394,"Yes",397.615281466882,"31",62,"Female","Low",2,52.2286565095846,8.08010042778264,75.312280547081,10,2,0,"No",54
101567,"No",0,"8",57,"Female","Low",4,48.0494160996744,11.3816778125217,113.322681215655,9,0,0,"Yes",62
107038,"No",0,"47",38,"Male","Med",3,65.0979032363832,8.81288211583108,135.574726565016,14,3,0,"No",70
100569,"Yes",367.501245264362,"11",52,"Male","Low",7,55.0981830787291,13.6776637828515,113.089258729318,3,4,2,"Yes",74
108585,"Yes",154.380719954715,"20",57,"Male","Med",9,39.5083036338169,13.6291433199533,119.528399924669,9,3,0,"No",76
103011,"No",0,"34",56,"Male","High",4,61.9461604817099,9.74916941960947,96.1869162535019,10,1,1,"No",65
107263,"No",0,"33",44,"Male","High",10,72.1606244361957,9.34170008143629,90.4799292113838,10,1,1,"No",66
100381,"Yes",213.45598793288,"49",57,"Female","High",2,43.9412529067435,6.55101944153378,101.87385193807,12,0,0,"Yes",67
101483,"No",0,"1",57,"Male","Med",2,40.8946840405214,11.3374227184706,113.875774987185,9,0,1,"No",60
102065,"Yes",310.263814937673,"46",57,"Female","Med",3,43.3809717322565,12.0810549830553,85.8871741158502,12,0,1,"Yes",48
107594,"Yes",789.801034219288,"1",47,"Male","Med",7,46.8951873614547,10.2961680343593,86.5884598145768,5,4,1,"Yes",57
109268,"Yes",378.428740180966,"46",39,"Male","Med",4,53.589434606026,8.746274147604,103.106815263592,13,1,1,"No",77
106707,"Yes",81.8465341718823,"2",38,"Male","Low",4,43.380441474216,6.72295645643457,107.645546061452,15,1,0,"No",65
109047,"Yes",1309.34663941805,"27",36,"Female","Med",4,45.9276171685739,5.57049563622133,106.906661212208,7,5,1,"Yes",78
105336,"No",0,"4",46,"Female","Med",4,48.9649861577266,9.8769396091887,94.1883584533744,10,0,2,"Yes",60
106778,"Yes",200.768116626857,"2",47,"Male","Med",3,50.9804265715726,9.84668820861182,127.500820629829,10,2,0,"No",58
106762,"Yes",656.651514310965,"44",68,"Female","Low",5,49.3664965200548,10.7098044957914,123.009212205898,8,2,0,"Yes",67
104296,"No",0,"29",52,"Male","High",7,73.3582601372871,5.38200400830658,86.6840455520014,8,1,0,"No",81
106449,"Yes",686.027430952737,"33",76,"Female","Med",2,52.3719355718115,15.0563320359353,73.8084694995146,9,3,1,"Yes",76
106703,"Yes",58.0998346213786,"2",62,"Male","Med",8,60.177121920064,7.93011530419955,101.152387411509,11,2,1,"Yes",87
108407,"No",0,"42",61,"Male","Med",6,51.1335820707889,12.5194537076004,77.1256741456784,6,3,0,"No",68
106088,"Yes",789.355680058047,"48",62,"Female","High",3,42.8818926886045,11.7550340703317,91.0755987704581,11,1,0,"No",84
107678,"No",0,"50",60,"Male","Low",2,66.4852281894371,14.1191008872204,71.2462999503301,13,3,0,"No",59
109355,"Yes",631.998875749501,"36",81,"Female","Low",6,58.7929893917863,7.69654789056068,81.4926981729501,12,2,0,"Yes",72
109464,"Yes",90.7665598992742,"39",50,"Male","Med",7,54.8471210639647,11.3718830119102,95.0575963735753,6,2,0,"No",79
103969,"Yes",77.164494360091,"24",53,"Male","Med",5,52.4089288714501,11.7891107518419,127.128089751401,7,5,0,"Yes",63
101581,"Yes",441.096876126548,"44",60,"Female","Med",4,38.6417926728593,10.0982131686118,130.552076635615,6,3,0,"No",65
105056,"No",0,"17",47,"Male","Med",9,60.5557723762441,9.0732055850141,110.787826620647,7,1,1,"Yes",50
102100,"Yes",310.494374151249,"29",36,"Male","Med",3,25.8759747711893,11.9821803042445,70.7676018480317,12,6,2,"No",54
104445,"Yes",546.312205494556,"11",61,"Female","High",5,50.664694024938,3.89276600348276,122.81739185142,11,2,0,"Yes",55
107830,"Yes",138.584636470032,"14",58,"Male","Med",4,60.078391001911,9.00026252808207,69.6006913030485,7,2,0,"No",74
101701,"Yes",65.5600190058368,"33",66,"Male","Med",10,48.8142329600839,8.16993321937845,84.4592970144713,10,2,1,"No",60
109050,"Yes",916.65908925291,"5",76,"Female","Low",3,52.8326743289872,10.9822819064194,126.098791921499,11,2,1,"No",53
106838,"Yes",676.199735177232,"32",75,"Female","Med",4,43.7672152998517,11.9087743550511,119.09321242044,8,2,0,"No",58
105082,"Yes",527.192530212906,"36",61,"Female","Med",4,53.1591404703766,9.36449341669837,94.9030872347136,15,1,0,"Yes",64
102554,"Yes",152.059785487834,"25",59,"Male","Med",8,59.0509444516935,10.7603001320884,77.9885633602979,12,1,0,"Yes",59
106340,"Yes",290.746936590925,"13",69,"Male","Low",3,42.8604920082907,10.9455170228212,99.4646645791146,8,1,0,"Yes",77
107162,"No",0,"38",79,"Male","High",8,53.7109311503202,10.676402941958,119.246437881444,18,0,0,"No",72
100779,"Yes",533.680856543634,"39",52,"Male","Med",0,54.7571476970378,9.69192226630557,89.6443961482852,12,1,0,"No",69
100269,"Yes",211.610835567777,"42",47,"Male","Low",5,42.1888625952014,8.61150969471918,94.0518955645244,12,0,0,"No",64
103093,"No",0,"12",61,"Female","Low",0,51.3893570324745,7.38816300432523,113.403500080295,11,1,0,"No",65
101702,"Yes",768.617535534949,"43",72,"Female","Med",2,44.9663313275468,10.022374654609,95.5330720905767,15,2,0,"No",61
101335,"No",0,"26",69,"Female","Low",3,37.8333813064234,11.5949472540804,97.2972398665039,8,2,0,"Yes",63
109763,"Yes",313.429785175935,"9",60,"Female","Med",3,42.3709273204814,9.69351920633365,137.385089054322,10,3,0,"No",71
100696,"Yes",392.851301323197,"50",58,"Female","Med",2,38.2876074971788,8.82464389851403,121.432175454278,16,0,1,"No",69
108206,"Yes",431.55668196088,"39",65,"Female","Low",2,51.4625690585161,14.9287149983544,119.544863928246,10,0,2,"Yes",52
101125,"Yes",174.406907471735,"33",65,"Male","Low",7,68.3834266140902,9.70206612585902,92.4726990948613,13,0,0,"No",90
100931,"Yes",574.325916425588,"20",59,"Female","High",3,54.181547386386,13.6568416723458,134.202931484461,10,3,1,"No",59
107532,"Yes",349.795995452816,"22",48,"Male","High",5,62.2022718769499,8.85441904700267,133.715079640624,11,4,0,"No",67
108792,"Yes",281.939074011506,"50",68,"Female","Low",3,50.3879869267878,9.74920102846822,93.8818038631589,4,4,0,"Yes",83
101377,"Yes",207.464436470204,"26",52,"Female","Med",3,38.6425532233809,9.23724858659958,95.3565706428274,3,3,2,"No",74
105203,"Yes",41.4536749768728,"21",58,"Male","Low",6,43.9843261930907,8.2123948714239,125.376737153433,12,1,0,"No",84
100371,"No",0,"10",56,"Male","Med",10,38.5325274713552,10.1122748720995,95.2941815885166,12,1,1,"No",67
107887,"Yes",140.877216244291,"30",48,"Male","High",4,59.2603175610654,12.995672608788,51.8350016504298,9,3,1,"No",81
108307,"No",0,"35",66,"Female","Low",1,69.4345126758459,8.56126199661607,107.756467134881,14,1,0,"No",64
104835,"Yes",423.978100012956,"48",80,"Male","High",5,52.7312774565455,8.92422579190922,137.193076244424,12,2,0,"No",62
103999,"Yes",767.763727109896,"48",78,"Male","Med",1,52.3723808692482,8.44667072082012,106.084621016338,12,3,1,"Yes",64
102332,"No",0,"50",67,"Male","Med",5,32.8992341683278,11.4108610236027,142.64255727983,8,4,1,"No",80
108030,"No",0,"39",56,"Male","Low",6,61.4719237355421,10.8545490639336,103.613630191614,11,2,1,"Yes",77
109489,"Yes",236.928134731691,"30",64,"Female","High",3,54.9163571526881,11.4698067127741,123.555130095602,7,2,0,"No",59
108292,"No",0,"8",56,"Female","Low",6,52.9183409719726,7.28256977537873,103.516855576646,11,2,0,"No",56
100115,"Yes",549.676020838811,"14",63,"Female","High",2,50.208358774457,11.8076244879618,75.2265547127004,11,2,0,"No",82
108149,"Yes",170.308597815096,"12",50,"Male","Med",6,51.5888083595054,6.84493779298652,89.7974239849618,9,3,0,"No",75
102457,"Yes",76.5890086528056,"28",64,"Male","Med",4,55.279523678212,10.101360245024,103.989136733776,4,3,0,"No",74
104186,"Yes",752.28200670034,"11",48,"Male","Low",8,55.2571105978377,12.0166596040355,91.9260199359838,7,4,3,"No",63
108082,"No",0,"49",60,"Male","Low",5,62.8286006886241,11.3869390046212,81.4227356892784,7,3,1,"No",49
106213,"No",0,"19",47,"Female","Med",1,45.1008290687426,8.97467696214169,90.4309795549295,5,2,1,"No",64
105779,"Yes",333.587026855529,"45",60,"Female","Low",3,58.238212580583,9.48700945116146,126.903626228293,9,2,0,"Yes",65
100944,"No",0,"23",66,"Female","Low",4,39.2519496261971,13.8168949544221,130.591315243849,14,1,1,"No",57
106470,"Yes",1202.25331653925,"42",23,"Male","High",4,36.333949513613,13.3395368668836,91.248425352404,14,2,0,"No",69
102224,"Yes",99.194683361285,"19",50,"Male","Med",4,51.8347675123899,8.69016767621655,106.389214317341,8,2,1,"No",64
103591,"Yes",13.7182310858303,"50",48,"Male","High",5,52.870827022543,8.17634333799737,80.754708514364,10,1,0,"No",78
100022,"No",0,"28",64,"Female","High",2,52.5001306659856,13.1188123832511,111.216567020385,9,2,0,"No",50
106920,"Yes",1523.38565026568,"42",80,"Female","Low",2,64.4674388821815,13.2082152475613,124.117402564918,13,0,1,"No",51
100731,"Yes",164.32832945767,"6",57,"Male","Med",5,57.4514173264831,13.236442150365,96.9073226699678,11,3,1,"No",85
108766,"Yes",384.882444779855,"17",44,"Male","High",7,44.2604232610332,11.2842082087424,134.816912442201,9,1,1,"No",57
109254,"Yes",348.754021948434,"41",44,"Male","Low",6,34.8405939011795,10.2309236077036,115.096530851745,6,4,0,"Yes",64
100222,"Yes",383.928505715714,"24",79,"Female","High",2,39.4629217780693,8.53964607140012,95.3652854271767,10,1,0,"No",64
107634,"No",0,"38",78,"Female","Low",7,71.3298987290559,9.36994193370861,110.117675655771,15,2,0,"Yes",59
100558,"No",0,"37",54,"Male","Med",6,64.4105113782815,9.24888610186787,121.422185921394,14,2,0,"No",74
107404,"Yes",125.383544084987,"24",51,"Male","Med",3,30.4048474238283,12.3772793675455,99.2796361079406,7,1,0,"No",72
103984,"No",0,"38",83,"Female","Low",5,42.1670140157156,13.1177390599454,73.0486000258333,8,2,1,"Yes",33
107777,"No",0,"50",62,"Male","Low",2,52.2121692203027,10.5531816928596,95.9590112603737,8,3,0,"Yes",62
102013,"No",0,"15",70,"Male","Low",9,55.648990214886,10.819355838409,78.8129093705599,11,1,1,"No",71
101623,"No",0,"44",76,"Female","Low",3,53.7792657201474,7.55723962091177,91.0031990796766,13,4,0,"No",60
100708,"No",0,"40",51,"Male","Med",8,53.4873498093836,6.15716572252275,90.8713321029541,13,2,1,"No",62
108257,"No",0,"43",70,"Male","Med",9,45.556417848989,10.418227962643,94.5996180602763,19,2,1,"No",68
104487,"Yes",413.734393229062,"7",65,"Female","Med",5,51.0738409293654,7.79193658987388,93.4210504506794,15,4,0,"No",62
103370,"Yes",510.679525320681,"6",64,"Male","Med",7,47.7899787708034,9.81123036252207,107.152048302638,14,0,1,"No",69
106839,"Yes",217.681976274443,"43",54,"Male","High",10,49.4583926841383,9.56162205890753,93.7379734147619,9,4,0,"No",69
104524,"Yes",696.448472839534,"26",64,"Male","Med",1,42.4252528721939,10.1957798079667,92.8913079970265,9,1,1,"No",63
102536,"No",0,"44",74,"Male","Low",5,50.9080265833403,11.0803159199171,96.4316388449634,6,3,0,"No",70
105603,"Yes",379.152139242341,"26",46,"Male","High",8,48.8890190055961,11.9620486826248,98.1636102762628,6,3,0,"No",52
102129,"No",0,"23",55,"Male","Low",10,52.9341550051417,12.479751556409,147.211299770133,11,1,0,"No",47
109777,"No",0,"22",66,"Female","Med",1,33.0451710710171,8.84167718819584,113.224034602234,11,3,1,"Yes",62
106845,"No",0,"9",54,"Male","Med",9,49.55747699457,12.3816917490452,77.2053699779743,11,0,0,"No",53
104334,"Yes",454.89219452487,"22",56,"Male","Low",5,60.2923280591151,13.4358416424424,113.503250892277,11,2,0,"No",77
107513,"Yes",82.0551041710852,"7",51,"Male","Med",5,51.8186066564086,14.5210293377558,80.8092038271393,9,3,1,"No",75
100091,"Yes",694.13367075522,"42",49,"Female","Med",3,54.5063786990071,12.8814845174033,135.813314346766,8,2,0,"No",57
107245,"No",0,"10",40,"Male","Low",7,28.9735596702364,12.4262136374352,96.4880299891422,9,5,0,"No",63
108064,"Yes",596.760992478447,"38",38,"Male","Med",10,51.9578435035394,9.53024607919147,121.666641756217,9,1,1,"Yes",54
109439,"Yes",251.084404786855,"10",45,"Male","Med",2,56.5755526613259,11.5196591427232,129.422957306845,9,4,1,"No",79
100571,"No",0,"10",26,"Male","Med",4,49.9356483806803,9.33696104216192,145.179763713647,11,1,0,"No",55
108908,"Yes",574.401247278789,"11",49,"Male","Med",5,54.9125486527458,12.4624902677,100.970891089171,11,2,0,"Yes",49
108787,"No",0,"47",54,"Male","Low",8,50.5439331034182,9.94918314383361,84.5254180506563,12,3,0,"No",68
106323,"Yes",173.28718550834,"27",59,"Male","High",8,41.6808698843094,11.1732118950855,139.171700434728,13,0,0,"Yes",68
103625,"Yes",389.379515857632,"48",80,"Female","Low",0,40.8158341367548,9.10542146898924,97.9320859049266,11,0,0,"No",48
100099,"Yes",10.7143609458999,"49",63,"Male","Low",4,32.5672593020166,10.163611377172,96.5195784190987,6,1,2,"Yes",75
103971,"Yes",602.939922748287,"47",63,"Female","Low",2,56.5591057055196,6.98300674922476,105.801822541631,11,3,0,"No",67
109980,"No",0,"19",67,"Male","High",7,53.2600905496673,9.82495246880061,101.46220878609,7,1,0,"No",55
103245,"Yes",944.208431925095,"26",59,"Female","Med",5,47.0407574155956,11.1718699002083,114.570334289176,2,2,0,"No",74
101334,"No",0,"47",71,"Female","Med",4,54.5937231004969,13.0002906500505,99.03936903569,10,3,1,"Yes",63
106065,"Yes",114.994179184538,"39",55,"Male","Low",3,42.2105828699639,11.82024393996,118.471453689837,11,6,0,"Yes",59
106388,"No",0,"5",52,"Male","Low",5,46.2863702490989,10.9831664760416,70.5250778348751,6,3,0,"Yes",70
100651,"Yes",208.264768056204,"49",76,"Male","Med",5,34.3134300697023,10.0902329763662,75.8525378764545,8,1,0,"No",56
109908,"No",0,"27",48,"Male","Low",5,46.3323947537816,8.42280885318343,96.780942746046,16,2,1,"Yes",68
103012,"No",0,"46",51,"Female","High",2,45.5344696616921,6.80023972405395,59.5966493315187,7,0,0,"No",67
107529,"Yes",201.815724299657,"11",46,"Male","High",4,43.6717880175245,9.15508142999595,121.560010433477,8,1,1,"No",44
105781,"Yes",701.895880136843,"41",35,"Male","Med",4,31.7194998408642,7.8494661688043,110.468483015464,8,2,0,"No",74
104338,"Yes",194.180822618694,"28",62,"Male","Low",5,36.5234903496167,12.3032299863166,89.7213401619777,5,0,0,"No",70
105249,"Yes",409.371227213247,"36",52,"Female","Low",3,68.040869481138,8.10063074036829,96.4988344883289,11,0,0,"No",47
100642,"No",0,"6",52,"Male","Med",6,62.1313565586219,7.1412890307198,98.3103142901094,11,4,1,"Yes",57
101790,"No",0,"7",59,"Female","Low",3,22.806087977954,8.96486820020422,80.3414952491535,11,0,2,"No",60
101685,"No",0,"19",52,"Male","Low",7,58.9158673966848,11.2917670258651,84.4292069338042,4,5,2,"Yes",71
107191,"Yes",766.890176023249,"31",64,"Female","Med",5,54.2373042931367,5.80314896448947,74.9300125953364,12,1,1,"No",58
100611,"No",0,"19",45,"Male","Low",1,52.042027450426,13.0397793315494,83.6637315653362,10,4,1,"No",76
104590,"Yes",221.318138212203,"7",53,"Male","Low",4,32.850136781367,8.30427661924556,80.4446579509229,6,5,0,"Yes",70
106705,"No",0,"47",56,"Male","Med",3,52.8848197385172,10.4801338233096,98.8480598097263,11,3,0,"Yes",60
102167,"Yes",220.16768300128,"46",61,"Male","High",7,45.1966951579508,12.7187632117948,108.684410930607,13,1,2,"No",68
100872,"No",0,"16",44,"Male","Med",2,46.7370752740996,8.07671056393787,71.1444339117537,12,2,0,"No",75
108223,"No",0,"2",67,"Female","Med",2,49.0756108331001,13.0842405651367,122.564581833706,13,2,0,"No",68
103310,"No",0,"39",55,"Female","Low",6,31.6609746719814,13.5107647994259,101.908971978931,13,1,0,"No",60
102933,"Yes",450.495956538731,"19",67,"Female","High",4,56.5559023577873,10.0639601944048,97.5751112653898,5,1,0,"No",61
103392,"Yes",331.898184000811,"39",56,"Male","Med",5,69.413698742507,9.96450335484577,82.5862515824559,9,1,0,"No",65
102558,"No",0,"29",61,"Male","Low",6,56.1139584353282,9.32395401826394,111.749202308633,6,0,0,"No",70
102799,"Yes",620.787692359678,"6",74,"Female","Med",1,49.0760442597427,13.1917084142316,94.9504651432418,7,0,1,"No",79
105011,"No",0,"40",68,"Female","Low",1,48.0246874766902,9.28706278177441,90.1124110892428,9,4,2,"No",52
107500,"No",0,"35",50,"Female","High",5,39.0508586802631,10.1482058120163,96.4487427512709,15,2,0,"No",45
103379,"No",0,"31",53,"Male","Med",5,40.5735721870598,10.2091945667271,104.757648715071,11,2,1,"No",50
108671,"No",0,"48",60,"Male","Med",3,32.0129941446913,9.17267635070285,88.3859519045149,5,1,0,"Yes",59
107879,"No",0,"22",78,"Female","Med",5,47.2590701324068,9.08543895237361,81.9659681614973,10,2,1,"No",63
101646,"No",0,"7",31,"Male","Low",5,45.8832880915318,10.4931962692404,94.4932581605855,11,2,0,"No",52
107181,"No",0,"16",55,"Male","Low",10,34.7121138347571,14.574552529462,131.361956230791,14,3,0,"No",77
109520,"Yes",433.932524232647,"24",55,"Male","Low",7,36.6308174792133,10.7297903786978,118.527886312861,8,4,0,"Yes",73
107345,"No",0,"36",56,"Female","Med",3,29.3921065463233,7.93040535228133,96.8069699096795,16,6,0,"No",76
102212,"Yes",250.942003713303,"35",58,"Male","High",6,37.8827007908967,13.1892040928233,128.3533957368,7,1,0,"No",85
101865,"No",0,"18",49,"Male","Low",8,57.3084457125278,9.33245906572495,85.8550148520873,10,1,0,"No",68
108265,"No",0,"8",72,"Male","Low",6,46.4203037882337,11.1937025214108,115.165772653828,10,3,0,"No",61
109398,"No",0,"50",52,"Male","High",11,43.3776788838521,8.43034489011849,100.838238446139,9,4,1,"No",49
104076,"Yes",370.743694248147,"37",63,"Male","Low",6,28.2221284254592,13.8867279291037,124.052095405139,13,3,1,"Yes",68
100885,"No",0,"20",34,"Male","Med",4,56.7371833378703,11.1136972885389,117.8845946661,10,2,0,"Yes",71
103131,"No",0,"7",56,"Male","Low",2,48.1610898615551,9.42967887810297,95.1622118768287,8,0,1,"No",53
104497,"No",0,"21",72,"Female","Low",0,44.8802603517711,7.88553426975827,98.3510834781638,9,2,1,"No",60
101001,"Yes",316.417616256766,"47",49,"Male","Med",5,44.3560029744029,11.1379149463102,90.923355502805,7,3,1,"No",54
103254,"Yes",267.78375155856,"25",67,"Female","Med",3,34.2929487356886,13.2924189951845,93.1264091486939,7,2,0,"Yes",59
102780,"Yes",396.551943169923,"42",44,"Male","High",4,62.3044880081149,8.15226616121967,109.131818855193,12,3,0,"No",59
104816,"No",0,"19",60,"Female","High",3,51.6576578314178,6.26179699512279,87.5701097521074,11,4,0,"No",60
101346,"Yes",807.546943924539,"32",57,"Female","Med",4,46.590294726941,10.1527321204198,96.2922405175372,13,3,0,"Yes",68
101546,"Yes",194.164884008709,"49",49,"Male","Med",8,50.3315371008696,9.42164623681691,114.710742047785,7,2,2,"No",68
102246,"No",0,"1",62,"Male","Med",3,49.8602183655242,9.22879178390533,82.9891043801932,8,2,0,"No",68
106441,"No",0,"17",53,"Female","Med",6,57.8386567276981,8.65673553630268,75.9796968956749,10,1,1,"No",62
107258,"Yes",450.890973609829,"42",66,"Male","Low",10,44.3026457399585,8.17520325423554,120.357998483507,9,2,1,"Yes",54
104682,"No",0,"41",46,"Male","Med",8,49.0425817483608,11.3842184361633,103.056438404919,11,3,1,"No",76
106823,"No",0,"5",72,"Male","Med",10,36.9022846427161,10.0140653032139,90.4851019687456,7,2,0,"No",73
109621,"No",0,"50",74,"Female","Low",1,45.4774327993235,9.22366291934311,73.0853168029079,9,0,0,"Yes",70
102473,"Yes",332.226674795368,"41",61,"Female","High",5,55.3592483060224,9.03075062409771,69.6117120409944,14,2,1,"No",80
109395,"Yes",82.3925620285709,"12",67,"Male","Med",4,37.2576223125195,12.2908413450701,96.0388377734804,12,2,0,"No",84
100440,"No",0,"39",51,"Male","High",9,58.0966318652997,12.8437538733533,93.3657406265016,8,1,1,"Yes",69
100987,"No",0,"10",39,"Male","Low",9,55.51819201072,12.8683636875407,78.8241852727607,15,2,0,"No",70
109533,"Yes",261.66984552182,"2",63,"Female","Med",1,46.7778058938028,11.7107984590595,97.5446869530224,9,1,1,"No",59
108096,"No",0,"49",58,"Female","Low",4,54.7051638548615,9.60925054199979,75.1342194070087,14,1,1,"No",70
102111,"No",0,"28",68,"Female","Low",4,53.1600320224577,11.0574512264529,110.881367541693,8,2,0,"No",74
