 ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
 1,0.000,0.000,0.000,0.000,offsets.py:949(MonthBegin)
 1,0.000,0.000,0.000,0.000,offsets.py:957(BusinessMonthEnd)
 1,0.000,0.000,0.000,0.000,offsets.py:965(BusinessMonthBegin)
 1,0.000,0.000,0.000,0.000,offsets.py:973(_CustomBusinessMonth)
 1,0.000,0.000,0.000,0.000,opcode.py:37(<listcomp>)
 118,0.000,0.000,0.000,0.000,opcode.py:39(def_op)
 12,0.000,0.000,0.000,0.000,opcode.py:43(name_op)
 7,0.000,0.000,0.000,0.000,opcode.py:47(jrel_op)
 1,0.000,0.000,0.001,0.001,opcode.py:5(<module>)
 6,0.000,0.000,0.000,0.000,opcode.py:51(jabs_op)
 1,0.000,0.000,0.000,0.000,operators.py:11(<module>)
 2,0.000,0.000,0.000,0.000,operators.py:1348(is_comparison)
 2,0.000,0.000,0.000,0.000,operators.py:1371(is_boolean)
 1,0.000,0.000,0.000,0.000,operators.py:241(custom_op)
 1,0.000,0.000,0.000,0.000,operators.py:297(ColumnOperators)
 1,0.000,0.000,0.000,0.000,operators.py:42(Operators)
 10,0.000,0.000,0.000,0.000,ops.py:1234(_get_method_wrappers)
 10,0.000,0.000,0.014,0.001,ops.py:1293(_create_methods)
 144,0.000,0.000,0.000,0.000,ops.py:1347(<lambda>)
 114,0.000,0.000,0.000,0.000,ops.py:1349(<lambda>)
 10,0.000,0.000,0.000,0.000,ops.py:1350(<dictcomp>)
 10,0.000,0.000,0.001,0.000,ops.py:1354(add_methods)
 5,0.000,0.000,0.003,0.001,ops.py:1368(add_special_arithmetic_methods)
 50,0.000,0.000,0.000,0.000,ops.py:1384(_wrap_inplace_method)
 5,0.000,0.000,0.012,0.002,ops.py:1421(add_flex_arithmetic_methods)
 20,0.000,0.000,0.000,0.000,ops.py:1439(<genexpr>)
 16,0.000,0.000,0.000,0.000,ops.py:1490(_arith_method_SERIES)
 6,0.000,0.000,0.000,0.000,ops.py:1607(_comp_method_SERIES)
 1,0.000,0.000,0.000,0.000,ops.py:162(Constant)
 12,0.000,0.000,0.000,0.000,ops.py:1780(_bool_method_SERIES)
 1,0.000,0.000,0.000,0.000,ops.py:184(Op)
 44,0.000,0.000,0.003,0.000,ops.py:1860(_flex_method_SERIES)
 68,0.000,0.000,0.006,0.000,ops.py:1990(_arith_method_FRAME)
 1,0.000,0.000,0.001,0.001,ops.py:2(<module>)
 96,0.000,0.000,0.000,0.000,ops.py:200(make_invalid_op)
 12,0.000,0.000,0.003,0.000,ops.py:2043(_flex_comp_method_FRAME)
 12,0.000,0.000,0.000,0.000,ops.py:2084(_comp_method_FRAME)
 20,0.000,0.000,0.000,0.000,ops.py:2119(_arith_method_PANEL)
 12,0.000,0.000,0.000,0.000,ops.py:2135(_comp_method_PANEL)
 14,0.000,0.000,0.000,0.000,ops.py:2168(_flex_method_PANEL)
 104,0.000,0.000,0.000,0.000,ops.py:220(_gen_eval_kwargs)
 22,0.000,0.000,0.000,0.000,ops.py:2240(_arith_method_SPARSE_SERIES)
 98,0.000,0.000,0.000,0.000,ops.py:261(_gen_fill_zeros)
 80,0.000,0.000,0.000,0.000,ops.py:287(_get_frame_op_default_axis)
 134,0.000,0.000,0.000,0.000,ops.py:312(_get_opstr)
 1,0.000,0.000,0.000,0.000,ops.py:321(BinOp)
 238,0.000,0.000,0.000,0.000,ops.py:364(_get_op_name)
 1,0.000,0.000,0.000,0.000,ops.py:38(UndefinedVariableError)
 1,0.000,0.000,0.000,0.000,ops.py:451(Div)
 1,0.000,0.000,0.000,0.000,ops.py:484(UnaryOp)
 1,0.000,0.000,0.001,0.001,ops.py:5(<module>)
 1,0.000,0.000,0.000,0.000,ops.py:50(Term)
 1,0.000,0.000,0.000,0.000,ops.py:529(MathCall)
 1,0.000,0.000,0.000,0.000,ops.py:545(FuncNode)
 1,0.000,0.000,0.000,0.000,ops.py:636(BinGrouper)
 1,0.000,0.000,0.001,0.001,ops.py:7(<module>)
 1,0.000,0.000,0.000,0.000,ops.py:792(DataSplitter)
 1,0.000,0.000,0.000,0.000,ops.py:840(SeriesSplitter)
 1,0.000,0.000,0.000,0.000,ops.py:846(FrameSplitter)
 86,0.000,0.000,0.000,0.000,ops.py:862(_make_flex_doc)
 1,0.000,0.000,0.000,0.000,ops.py:869(NDFrameSplitter)
 1,0.000,0.000,0.000,0.000,ops.py:90(BaseGrouper)
 3,0.000,0.000,0.000,0.000,os.py:1067(__subclasshook__)
 1,0.000,0.000,0.000,0.000,os.py:40(_get_exports_list)
 1,0.000,0.000,0.000,0.000,os.py:44(<listcomp>)
 618,0.002,0.000,0.002,0.000,os.py:664(__getitem__)
 2,0.000,0.000,0.000,0.000,os.py:672(__setitem__)
 2,0.000,0.000,0.000,0.000,os.py:678(__delitem__)
 624,0.000,0.000,0.001,0.000,os.py:742(encode)
 2,0.000,0.000,0.000,0.000,os.py:746(decode)
 3,0.000,0.000,0.000,0.000,os.py:760(getenv)
 1,0.000,0.000,0.000,0.000,os.py:794(fsencode)
 1,0.000,0.000,0.000,0.000,os.py:806(fsdecode)
 1,0.000,0.000,0.000,0.000,packager.py:107(_set_tmpdir)
 1,0.000,0.000,0.000,0.000,packager.py:111(_set_in_memory)
 1,0.000,0.000,0.000,0.000,packager.py:115(_add_workbook)
 1,0.000,0.000,3.229,3.229,packager.py:130(_create_package)
 10,0.000,0.000,0.001,0.000,packager.py:157(_filename)
 1,0.000,0.000,0.004,0.004,packager.py:170(_write_workbook_file)
 1,0.000,0.000,3.133,3.133,packager.py:177(_write_worksheet_files)
 1,0.000,0.000,0.000,0.000,packager.py:193(_write_chartsheet_files)
 1,0.000,0.000,0.000,0.000,packager.py:205(_write_chart_files)
 1,0.000,0.000,0.000,0.000,packager.py:223(_write_drawing_files)
 1,0.000,0.000,0.000,0.000,packager.py:235(_write_vml_files)
 1,0.000,0.000,0.000,0.000,packager.py:265(_write_comment_files)
 1,0.000,0.000,0.089,0.089,packager.py:278(_write_shared_strings_file)
 1,0.000,0.000,0.000,0.000,packager.py:289(_write_app_file)
 1,0.000,0.000,0.000,0.000,packager.py:32(Packager)
 1,0.000,0.000,0.000,0.000,packager.py:325(_write_core_file)
 1,0.000,0.000,0.000,0.000,packager.py:334(_write_custom_file)
 1,0.000,0.000,0.000,0.000,packager.py:346(_write_content_types_file)
 1,0.000,0.000,0.001,0.001,packager.py:391(_write_styles_file)
 1,0.000,0.000,0.000,0.000,packager.py:416(_write_theme_file)
 1,0.000,0.000,0.000,0.000,packager.py:423(_write_table_files)
 1,0.000,0.000,0.000,0.000,packager.py:441(_write_root_rels_file)
 1,0.000,0.000,0.000,0.000,packager.py:461(_write_workbook_rels_file)
 1,0.000,0.000,0.000,0.000,packager.py:497(_write_worksheet_rels_files)
 1,0.000,0.000,0.000,0.000,packager.py:527(_write_chartsheet_rels_files)
 1,0.000,0.000,0.000,0.000,packager.py:553(_write_drawing_rels_files)
 1,0.000,0.000,0.000,0.000,packager.py:590(_add_image_files)
 1,0.000,0.000,0.000,0.000,packager.py:635(_add_vba_project)
 1,0.000,0.000,0.000,0.000,packager.py:80(__init__)
 1,0.000,0.000,0.006,0.006,packager.py:9(<module>)
 1,0.000,0.000,0.004,0.004,packers.py:39(<module>)
 1,0.000,0.000,0.000,0.000,packers.py:753(Packer)
 1,0.000,0.000,0.000,0.000,packers.py:769(Unpacker)
 1,0.000,0.000,0.000,0.000,packers.py:787(Iterator)
 1,0.000,0.000,0.002,0.002,panel.py:108(Panel)
 1,0.000,0.000,0.004,0.004,panel.py:3(<module>)
 1,0.000,0.000,0.000,0.000,parquet.py:1(<module>)
 1,0.000,0.000,0.000,0.000,parquet.py:139(FastParquetImpl)
 1,0.000,0.000,0.000,0.000,parquet.py:46(BaseImpl)
 1,0.000,0.000,0.000,0.000,parquet.py:76(PyArrowImpl)
 14,0.000,0.000,0.000,0.000,parse.py:109(_coerce_args)
 1,0.000,0.000,0.000,0.000,parse.py:126(_ResultMixinStr)
 1,0.000,0.000,0.000,0.000,parse.py:134(_ResultMixinBytes)
 1,0.000,0.000,0.000,0.000,parse.py:142(_NetlocResultMixinBase)
 1,0.000,0.000,0.000,0.000,parse.py:175(_NetlocResultMixinStr)
 1,0.000,0.000,0.000,0.000,parse.py:205(_NetlocResultMixinBytes)
 1,0.000,0.000,0.003,0.003,parse.py:28(<module>)
 1,0.000,0.000,0.000,0.000,parse.py:310(DefragResult)
 1,0.000,0.000,0.000,0.000,parse.py:318(SplitResult)
 1,0.000,0.000,0.000,0.000,parse.py:323(ParseResult)
 1,0.000,0.000,0.000,0.000,parse.py:329(DefragResultBytes)
 1,0.000,0.000,0.000,0.000,parse.py:337(SplitResultBytes)
 1,0.000,0.000,0.000,0.000,parse.py:342(ParseResultBytes)
 1,0.000,0.000,0.000,0.000,parse.py:348(_fix_result_transcoding)
 7,0.000,0.000,0.000,0.000,parse.py:361(urlparse)
 7,0.000,0.000,0.000,0.000,parse.py:394(urlsplit)
 1,0.000,0.000,0.000,0.000,parse.py:725(Quoter)
 14,0.000,0.000,0.000,0.000,parse.py:98(_noop)
 1,0.000,0.000,0.000,0.000,parser.py:127(BytesHeaderParser)
 1,0.000,0.000,0.000,0.000,parser.py:17(Parser)
 1,0.000,0.000,0.021,0.021,parser.py:5(<module>)
 1,0.000,0.000,0.000,0.000,parser.py:72(HeaderParser)
 1,0.000,0.000,0.000,0.000,parser.py:80(BytesParser)
 1,0.000,0.000,0.004,0.004,parsers.py:1120(_make_engine)
 1,0.000,0.000,0.009,0.009,parsers.py:1137(read)
 1,0.000,0.000,0.000,0.000,parsers.py:1162(_create_index)
 3,0.000,0.000,0.000,0.000,parsers.py:1176(_is_index_col)
 3,0.000,0.000,0.000,0.000,parsers.py:1180(_is_potential_multi_index)
 6,0.000,0.000,0.000,0.000,parsers.py:1195(<genexpr>)
 1,0.000,0.000,0.000,0.000,parsers.py:1243(_validate_skipfooter_arg)
 1,0.000,0.000,0.000,0.000,parsers.py:1274(_validate_usecols_arg)
 1,0.000,0.000,0.000,0.000,parsers.py:1329(_validate_parse_dates_arg)
 1,0.000,0.000,0.000,0.000,parsers.py:1350(ParserBase)
 1,0.000,0.000,0.000,0.000,parsers.py:1352(__init__)
 1,0.000,0.000,0.000,0.000,parsers.py:1423(_has_complex_date_col)
 2,0.000,0.000,0.000,0.000,parsers.py:1502(_maybe_dedup_names)
 1,0.000,0.000,0.000,0.000,parsers.py:1530(_maybe_make_multi_index_columns)
 1,0.000,0.000,0.000,0.000,parsers.py:1536(_make_index)
 1,0.000,0.000,0.001,0.001,parsers.py:1645(_convert_to_ndarrays)
 9,0.000,0.000,0.001,0.000,parsers.py:1712(_infer_types)
 1,0.000,0.000,0.000,0.000,parsers.py:1814(_do_date_conversions)
 1,0.000,0.000,0.000,0.000,parsers.py:1825(CParserWrapper)
 1,0.000,0.000,0.004,0.004,parsers.py:2101(TextParser)
 1,0.000,0.000,0.000,0.000,parsers.py:2159(count_empty_vals)
 3,0.000,0.000,0.000,0.000,parsers.py:2160(<genexpr>)
 1,0.000,0.000,0.000,0.000,parsers.py:2163(PythonParser)
 1,0.000,0.000,0.004,0.004,parsers.py:2165(__init__)
 3,0.000,0.000,0.000,0.000,parsers.py:2186(<lambda>)
 1,0.000,0.000,0.001,0.001,parsers.py:2386(read)
 1,0.000,0.000,0.000,0.000,parsers.py:2426(_exclude_implicit_index)
 1,0.000,0.000,0.000,0.000,parsers.py:2439(<dictcomp>)
 1,0.000,0.000,0.001,0.001,parsers.py:2449(_convert_data)
 1,0.000,0.000,0.000,0.000,parsers.py:2451(_clean_mapping)
 1,0.000,0.000,0.000,0.000,parsers.py:2489(_infer_columns)
 1,0.000,0.000,0.000,0.000,parsers.py:2582(<setcomp>)
 1,0.000,0.000,0.000,0.000,parsers.py:2651(_handle_usecols)
 1,0.000,0.000,0.000,0.000,parsers.py:2682(_buffered_line)
 1,0.000,0.000,0.000,0.000,parsers.py:2691(_check_for_bom)
 3,0.000,0.000,0.000,0.000,parsers.py:2767(_next_line)
 4,0.000,0.000,0.000,0.000,parsers.py:2876(_check_comments)
 4,0.000,0.000,0.000,0.000,parsers.py:2894(_remove_empty_lines)
 1,0.000,0.000,0.000,0.000,parsers.py:2919(_check_thousands)
 1,0.000,0.000,0.000,0.000,parsers.py:2943(_check_decimal)
 1,0.000,0.000,0.000,0.000,parsers.py:2951(_clear_buffer)
 1,0.000,0.000,0.000,0.000,parsers.py:2956(_get_index_name)
 1,0.000,0.000,0.006,0.006,parsers.py:3(<module>)
 1,0.000,0.000,0.000,0.000,parsers.py:3020(_rows_to_cols)
 51,0.000,0.000,0.000,0.000,parsers.py:3026(<genexpr>)
 1,0.000,0.000,0.000,0.000,parsers.py:3083(_get_lines)
 1,0.000,0.000,0.000,0.000,parsers.py:3157(_make_date_converter)
 1,0.000,0.000,0.000,0.000,parsers.py:3195(_process_date_conversion)
 1,0.000,0.000,0.000,0.000,parsers.py:3278(_clean_na_values)
 1,0.000,0.000,0.000,0.000,parsers.py:3315(_clean_index_names)
 9,0.000,0.000,0.000,0.000,parsers.py:3431(_get_na_values)
 1,0.000,0.000,0.000,0.000,parsers.py:347(_validate_integer)
 1,0.000,0.000,0.000,0.000,parsers.py:3494(FixedWidthReader)
 1,0.000,0.000,0.000,0.000,parsers.py:3595(FixedWidthFieldParser)
 2,0.000,0.000,0.000,0.000,parsers.py:528(_make_parser_function)
 1,0.000,0.000,0.000,0.000,parsers.py:806(TextFileReader)
 1,0.000,0.000,0.004,0.004,parsers.py:813(__init__)
 1,0.000,0.000,0.000,0.000,parsers.py:900(_get_options_with_defaults)
 1,0.000,0.000,0.000,0.000,parsers.py:939(_check_file_or_buffer)
 1,0.000,0.000,0.000,0.000,parsers.py:956(_clean_options)
 1,0.000,0.000,0.000,0.000,path.py:10(<module>)
 1,0.000,0.000,0.000,0.000,path.py:21(Path)
 1,0.000,0.000,0.011,0.011,pathlib.py:1(<module>)
 6,0.000,0.000,0.000,0.000,pathlib.py:1008(_init)
 1,0.000,0.000,0.000,0.000,pathlib.py:1057(home)
 1,0.000,0.000,0.000,0.000,pathlib.py:107(_WindowsFlavour)
 3,0.000,0.000,0.000,0.000,pathlib.py:1153(stat)
 27,0.000,0.000,0.000,0.000,pathlib.py:119(<genexpr>)
 27,0.000,0.000,0.000,0.000,pathlib.py:120(<genexpr>)
 1,0.000,0.000,0.000,0.000,pathlib.py:1241(mkdir)
 1,0.000,0.000,0.000,0.000,pathlib.py:126(<setcomp>)
 1,0.000,0.000,0.000,0.000,pathlib.py:127(<setcomp>)
 3,0.000,0.000,0.000,0.000,pathlib.py:1343(is_dir)
 1,0.000,0.000,0.000,0.000,pathlib.py:1446(PosixPath)
 1,0.000,0.000,0.000,0.000,pathlib.py:1453(WindowsPath)
 1,0.000,0.000,0.000,0.000,pathlib.py:274(_PosixFlavour)
 7,0.000,0.000,0.000,0.000,pathlib.py:282(splitroot)
 1,0.000,0.000,0.000,0.000,pathlib.py:357(gethomedir)
 1,0.000,0.000,0.000,0.000,pathlib.py:377(_Accessor)
 1,0.000,0.000,0.000,0.000,pathlib.py:382(_NormalAccessor)
 10,0.000,0.000,0.000,0.000,pathlib.py:384(_wrap_strfunc)
 4,0.000,0.000,0.000,0.000,pathlib.py:385(wrapped)
 2,0.000,0.000,0.000,0.000,pathlib.py:390(_wrap_binary_strfunc)
 1,0.000,0.000,0.000,0.000,pathlib.py:44(_Flavour)
 1,0.000,0.000,0.000,0.000,pathlib.py:467(_Selector)
 2,0.000,0.000,0.000,0.000,pathlib.py:48(__init__)
 1,0.000,0.000,0.000,0.000,pathlib.py:492(_TerminatingSelector)
 1,0.000,0.000,0.000,0.000,pathlib.py:498(_PreciseSelector)
 6,0.000,0.000,0.000,0.000,pathlib.py:51(parse_parts)
 1,0.000,0.000,0.000,0.000,pathlib.py:514(_WildcardSelector)
 1,0.000,0.000,0.000,0.000,pathlib.py:537(_RecursiveWildcardSelector)
 1,0.000,0.000,0.000,0.000,pathlib.py:574(_PathParents)
 1,0.000,0.000,0.000,0.000,pathlib.py:602(PurePath)
 5,0.000,0.000,0.000,0.000,pathlib.py:631(_parse_args)
 5,0.000,0.000,0.000,0.000,pathlib.py:651(_from_parts)
 1,0.000,0.000,0.000,0.000,pathlib.py:664(_from_parsed_parts)
 4,0.000,0.000,0.000,0.000,pathlib.py:674(_format_parsed_parts)
 9,0.000,0.000,0.000,0.000,pathlib.py:691(__str__)
 1,0.000,0.000,0.000,0.000,pathlib.py:777(name)
 1,0.000,0.000,0.000,0.000,pathlib.py:814(with_name)
 1,0.000,0.000,0.000,0.000,pathlib.py:961(PurePosixPath)
 1,0.000,0.000,0.000,0.000,pathlib.py:971(PureWindowsPath)
 1,0.000,0.000,0.000,0.000,pathlib.py:984(Path)
 5,0.000,0.000,0.000,0.000,pathlib.py:998(__new__)
 2,0.000,0.000,0.002,0.001,period.py:2(<module>)
 12,0.000,0.000,0.000,0.000,period.py:33(_field_accessor)
 6,0.000,0.000,0.000,0.000,period.py:44(_period_array_cmp)
 1,0.000,0.000,0.000,0.000,period.py:56(PeriodDelegateMixin)
 1,0.000,0.000,0.001,0.001,period.py:68(PeriodIndex)
 1,0.000,0.000,0.000,0.000,period.py:89(PeriodArray)
 1,0.000,0.000,0.001,0.001,pickle.py:1(<module>)
 1,0.000,0.000,0.000,0.000,pickle.py:181(<listcomp>)
 1,0.000,0.000,0.000,0.000,pickle.py:184(_Framer)
 1,0.000,0.000,0.000,0.000,pickle.py:220(_Unframer)
 1,0.000,0.000,0.005,0.005,pickle.py:24(<module>)
 1,0.000,0.000,0.000,0.000,pickle.py:345(_Pickler)
 1,0.000,0.000,0.000,0.000,pickle.py:64(PickleError)
 1,0.000,0.000,0.000,0.000,pickle.py:68(PicklingError)
 1,0.000,0.000,0.000,0.000,pickle.py:75(UnpicklingError)
 1,0.000,0.000,0.000,0.000,pickle.py:88(_Stop)
 1,0.000,0.000,0.000,0.000,pickle.py:986(_Unpickler)
 1,0.000,0.000,0.000,0.000,pickle_compat.py:144(Unpickler)
 1,0.000,0.000,0.000,0.000,pickle_compat.py:3(<module>)
 1,0.000,0.000,0.001,0.001,pivot.py:2(<module>)
 1,0.000,0.000,0.012,0.012,platform.py:10(<module>)
 1,0.000,0.000,0.000,0.000,platform.py:1147(_sys_version)
 1,0.000,0.000,0.000,0.000,platform.py:1254(python_implementation)
 1,0.000,0.000,0.000,0.000,polynomial.py:1606(Polynomial)
 1,0.000,0.000,0.000,0.000,polynomial.py:22(RankWarning)
 1,0.000,0.000,0.000,0.000,polynomial.py:4(<module>)
 1,0.000,0.000,0.001,0.001,polynomial.py:56(<module>)
 1,0.000,0.000,0.000,0.000,polynomial.py:934(poly1d)
 1,0.000,0.000,0.000,0.000,polyutils.py:45(<module>)
 1,0.000,0.000,0.000,0.000,polyutils.py:58(RankWarning)
 1,0.000,0.000,0.000,0.000,polyutils.py:62(PolyError)
 1,0.000,0.000,0.000,0.000,polyutils.py:66(PolyDomainError)
 1,0.000,0.000,0.000,0.000,polyutils.py:79(PolyBase)
 1,0.000,0.000,0.000,0.000,pool.py:104(Pool)
 1,0.000,0.000,0.000,0.000,pool.py:1064(SingletonThreadPool)
 1,0.000,0.000,0.000,0.000,pool.py:1158(QueuePool)
 1,0.000,0.000,0.000,0.000,pool.py:1326(NullPool)
 1,0.000,0.000,0.000,0.000,pool.py:1366(StaticPool)
 1,0.000,0.000,0.000,0.000,pool.py:1416(AssertionPool)
 1,0.000,0.000,0.000,0.000,pool.py:1477(_DBProxy)
 1,0.000,0.000,0.001,0.001,pool.py:18(<module>)
 1,0.000,0.000,0.000,0.000,pool.py:465(_ConnectionRecord)
 1,0.000,0.000,0.000,0.000,pool.py:765(_ConnectionFairy)
 1,0.000,0.000,0.000,0.000,pool.py:77(_ConnDialect)
 4,0.000,0.000,0.000,0.000,posixpath.py:104(split)
 2,0.000,0.000,0.000,0.000,posixpath.py:121(splitext)
 10,0.000,0.000,0.000,0.000,posixpath.py:135(splitdrive)
 598,0.001,0.000,0.002,0.000,posixpath.py:154(dirname)
 10,0.000,0.000,0.000,0.000,posixpath.py:232(expanduser)
 23,0.000,0.000,0.000,0.000,posixpath.py:331(normpath)
 13,0.000,0.000,0.000,0.000,posixpath.py:369(abspath)
 1238,0.000,0.000,0.000,0.000,posixpath.py:41(_get_sep)
 14,0.000,0.000,0.000,0.000,posixpath.py:52(normcase)
 13,0.000,0.000,0.000,0.000,posixpath.py:64(isabs)
 623,0.002,0.000,0.002,0.000,posixpath.py:75(join)
 1,0.000,0.000,0.000,0.000,pprint.py:35(<module>)
 1,0.000,0.000,0.000,0.000,pprint.py:72(_safe_key)
 1,0.000,0.000,0.000,0.000,pprint.py:98(PrettyPrinter)
 12,0.000,0.000,0.001,0.000,printing.py:15(adjoin)
 157,0.000,0.000,0.001,0.000,printing.py:156(pprint_thing)
 157,0.000,0.000,0.000,0.000,printing.py:185(as_escaped_unicode)
 1,0.000,0.000,0.000,0.000,printing.py:3(<module>)
 12,0.000,0.000,0.000,0.000,printing.py:36(<listcomp>)
 231,0.000,0.000,0.001,0.000,printing.py:50(justify)
 78,0.000,0.000,0.000,0.000,printing.py:55(<listcomp>)
 153,0.000,0.000,0.000,0.000,printing.py:59(<listcomp>)
 78,0.000,0.000,0.000,0.000,printing.py:62(_join_unicode)
 1,0.000,0.000,0.000,0.000,processors.py:14(<module>)
 1,0.000,0.000,0.013,0.013,py3k.py:4(<module>)
 24,0.000,0.000,0.002,0.000,pyparsing.py:1170(_trim_arity)
 23,0.000,0.000,0.002,0.000,pyparsing.py:1178(extract_stack)
 28,0.000,0.000,0.000,0.000,pyparsing.py:1200(wrapper)
 1,0.000,0.000,0.000,0.000,pyparsing.py:1234(ParserElement)
 232,0.001,0.000,0.001,0.000,pyparsing.py:1277(__init__)
 429,0.000,0.000,0.003,0.000,pyparsing.py:1300(copy)
 45,0.000,0.000,0.000,0.000,pyparsing.py:1329(setName)
 6,0.000,0.000,0.000,0.000,pyparsing.py:1344(setResultsName)
 21,0.000,0.000,0.002,0.000,pyparsing.py:1391(setParseAction)
 2,0.000,0.000,0.000,0.000,pyparsing.py:1432(addParseAction)
 1,0.000,0.000,0.000,0.000,pyparsing.py:1442(addCondition)
 93,0.000,0.000,0.000,0.000,pyparsing.py:1497(preParse)
 96,0.000,0.000,0.000,0.000,pyparsing.py:1512(postParse)
 188/7,0.000,0.000,0.002,0.000,pyparsing.py:1516(_parseNoCache)
 1,0.000,0.000,0.000,0.000,pyparsing.py:1613(_UnboundedCache)
 1,0.000,0.000,0.000,0.000,pyparsing.py:1636(_FifoCache)
 12,0.000,0.000,0.000,0.000,pyparsing.py:1725(resetCache)
 7,0.001,0.000,0.004,0.001,pyparsing.py:1766(parseString)
 66,0.000,0.000,0.001,0.000,pyparsing.py:1991(__add__)
 4,0.000,0.000,0.000,0.000,pyparsing.py:2014(__radd__)
 3,0.000,0.000,0.000,0.000,pyparsing.py:2050(__mul__)
 12/2,0.000,0.000,0.000,0.000,pyparsing.py:2099(makeOptionalList)
 16,0.000,0.000,0.000,0.000,pyparsing.py:2121(__or__)
 1,0.000,0.000,0.000,0.000,pyparsing.py:217(<genexpr>)
 4,0.000,0.000,0.000,0.000,pyparsing.py:2193(__invert__)
 3,0.000,0.000,0.000,0.000,pyparsing.py:2199(__call__)
 3,0.000,0.000,0.000,0.000,pyparsing.py:2219(suppress)
 74,0.000,0.000,0.000,0.000,pyparsing.py:2226(leaveWhitespace)
 137,0.000,0.000,0.000,0.000,pyparsing.py:2235(setWhitespaceChars)
 115,0.000,0.000,0.000,0.000,pyparsing.py:2330(__str__)
 98,0.000,0.000,0.000,0.000,pyparsing.py:2336(streamline)
 95,0.000,0.000,0.000,0.000,pyparsing.py:234(<genexpr>)
 1,0.000,0.000,0.000,0.000,pyparsing.py:236(ParseBaseException)
 49,0.000,0.000,0.000,0.000,pyparsing.py:240(__init__)
 1,0.000,0.000,0.000,0.000,pyparsing.py:2556(Token)
 83,0.000,0.000,0.000,0.000,pyparsing.py:2560(__init__)
 1,0.000,0.000,0.000,0.000,pyparsing.py:2564(Empty)
 1,0.000,0.000,0.000,0.000,pyparsing.py:2567(__init__)
 1,0.000,0.000,0.000,0.000,pyparsing.py:2574(NoMatch)
 1,0.000,0.000,0.000,0.000,pyparsing.py:2588(Literal)
 36,0.000,0.000,0.000,0.000,pyparsing.py:2602(__init__)
 31,0.000,0.000,0.000,0.000,pyparsing.py:2621(parseImpl)
 1,0.000,0.000,0.000,0.000,pyparsing.py:2629(Keyword)
 1,0.000,0.000,0.000,0.000,pyparsing.py:2702(CaselessLiteral)
 1,0.000,0.000,0.000,0.000,pyparsing.py:2725(CaselessKeyword)
 1,0.000,0.000,0.000,0.000,pyparsing.py:2738(CloseMatch)
 1,0.000,0.000,0.000,0.000,pyparsing.py:2807(Word)
 10,0.000,0.000,0.002,0.000,pyparsing.py:2860(__init__)
 188,0.000,0.000,0.000,0.000,pyparsing.py:2863(<genexpr>)
 16,0.001,0.000,0.001,0.000,pyparsing.py:2914(parseImpl)
 1,0.000,0.000,0.000,0.000,pyparsing.py:292(ParseException)
 21,0.000,0.000,0.000,0.000,pyparsing.py:2949(__str__)
 14,0.000,0.000,0.000,0.000,pyparsing.py:2958(charsAsStr)
 1,0.000,0.000,0.000,0.000,pyparsing.py:2972(Char)
 1,0.000,0.000,0.000,0.000,pyparsing.py:2983(Regex)
 27,0.000,0.000,0.008,0.000,pyparsing.py:2998(__init__)
 29,0.000,0.000,0.000,0.000,pyparsing.py:3038(parseImpl)
 54,0.000,0.000,0.000,0.000,pyparsing.py:3056(__str__)
 1,0.000,0.000,0.000,0.000,pyparsing.py:3096(QuotedString)
 1,0.000,0.000,0.000,0.000,pyparsing.py:3247(CharsNotIn)
 1,0.000,0.000,0.000,0.000,pyparsing.py:3267(__init__)
 4,0.000,0.000,0.000,0.000,pyparsing.py:3293(parseImpl)
 5,0.000,0.000,0.000,0.000,pyparsing.py:3310(__str__)
 1,0.000,0.000,0.000,0.000,pyparsing.py:3324(White)
 1,0.000,0.000,0.000,0.000,pyparsing.py:3358(__init__)
 3,0.000,0.000,0.000,0.000,pyparsing.py:3361(<genexpr>)
 3,0.000,0.000,0.000,0.000,pyparsing.py:3363(<genexpr>)
 1,0.000,0.000,0.000,0.000,pyparsing.py:3394(_PositionToken)
 7,0.000,0.000,0.000,0.000,pyparsing.py:3395(__init__)
 1,0.000,0.000,0.000,0.000,pyparsing.py:3401(GoToColumn)
 1,0.000,0.000,0.000,0.000,pyparsing.py:3427(LineStart)
 1,0.000,0.000,0.000,0.000,pyparsing.py:3449(__init__)
 1,0.000,0.000,0.000,0.000,pyparsing.py:3458(LineEnd)
 3,0.000,0.000,0.000,0.000,pyparsing.py:3462(__init__)
 1,0.000,0.000,0.000,0.000,pyparsing.py:3478(StringStart)
 1,0.000,0.000,0.000,0.000,pyparsing.py:3482(__init__)
 1,0.000,0.000,0.000,0.000,pyparsing.py:3493(StringEnd)
 2,0.000,0.000,0.000,0.000,pyparsing.py:3496(__init__)
 5,0.000,0.000,0.000,0.000,pyparsing.py:3500(parseImpl)
 1,0.000,0.000,0.000,0.000,pyparsing.py:3510(WordStart)
 1,0.000,0.000,0.000,0.000,pyparsing.py:3531(WordEnd)
 1,0.000,0.000,0.000,0.000,pyparsing.py:3554(ParseExpression)
 83,0.000,0.000,0.001,0.000,pyparsing.py:3558(__init__)
 166,0.000,0.000,0.000,0.000,pyparsing.py:3568(<genexpr>)
 58/10,0.000,0.000,0.003,0.000,pyparsing.py:3586(leaveWhitespace)
 58,0.000,0.000,0.002,0.000,pyparsing.py:3590(<listcomp>)
